rank,name,elo,peak_elo,peak_date,fights,last_fight,elo_vs_peak
668,Melissa Croden,1504.98,1524.0,2025-10-18,2,2025-12-13,-19.03
669,Dmitry Sosnovskiy,1504.84,1523.03,2018-03-17,1,2018-03-17,-18.19
670,Magnus Cedenblad,1504.84,1559.07,2016-05-08,6,2016-11-19,-54.22
671,Timothy Johnson,1504.77,1525.18,2016-04-10,7,2018-02-03,-20.41
672,Matt Hamill,1504.69,1616.05,2010-10-23,15,2013-10-09,-111.36
673,Diego Brandao,1504.67,1563.96,2013-08-17,10,2016-01-02,-59.29
674,Bea Malecki,1504.66,1540.25,2020-03-14,3,2021-08-21,-35.59
675,Cheick Kongo,1504.61,1605.37,2011-10-29,18,2013-04-27,-100.76
676,Mike Perry,1504.6,1570.67,2017-09-16,15,2021-04-10,-66.06
677,Caolan Loughran,1504.5,1504.5,2025-03-22,4,2025-03-22,0.0
678,Alan Belcher,1504.49,1605.7,2012-05-05,15,2013-04-27,-101.21
679,Dan Henderson,1504.48,1570.75,2011-11-19,18,2016-10-08,-66.27
680,Claudio Silva,1504.37,1590.18,2019-08-03,8,2022-07-23,-85.81
681,Tom Duquesnoy,1504.37,1523.28,2017-04-15,3,2018-03-17,-18.9
682,Norman Parke,1504.37,1576.17,2014-07-19,9,2016-02-27,-71.8
683,Ovince Saint Preux,1504.32,1602.91,2015-04-18,28,2024-10-05,-98.59
684,Marc Diakiese,1504.31,1558.29,2017-03-18,15,2023-11-04,-53.98
685,Rich Franklin,1504.26,1651.99,2006-03-04,20,2012-11-10,-147.73
686,Travis Browne,1504.21,1612.57,2013-12-28,17,2017-07-08,-108.36
687,Yazmin Jauregui,1504.19,1537.32,2022-12-03,5,2024-09-14,-33.13
688,Abel Trujillo,1504.17,1565.6,2016-05-29,11,2017-12-16,-61.44
689,Francis Carmont,1504.16,1616.21,2013-09-21,9,2014-08-23,-112.05
690,Aleksei Kunchenko,1504.15,1547.42,2018-12-01,4,2020-03-14,-43.27
691,Liz Carmouche,1504.06,1530.33,2019-02-23,10,2019-08-10,-26.27
692,Patrick Cote,1504.05,1556.21,2016-01-17,21,2017-04-08,-52.16
693,Randy Couture,1504.0,1631.75,2007-08-25,24,2011-04-30,-127.74
694,Chris Holdsworth,1503.99,1544.41,2014-05-24,2,2014-05-24,-40.42
695,Tim Kennedy,1503.98,1576.49,2014-04-16,5,2016-12-10,-72.51
696,Wang Guan,1503.94,1520.09,2017-11-25,1,2017-11-25,-16.14
697,Aoriqileng,1503.84,1503.84,2025-10-18,9,2025-10-18,0.0
698,Jake Shields,1503.81,1568.96,2013-10-09,8,2014-03-15,-65.16
699,Lucas Martins,1503.76,1549.09,2014-07-16,7,2016-04-10,-45.32
700,Chad Laprise,1503.74,1574.59,2017-12-16,10,2018-12-08,-70.86
701,Adlan Amagov,1503.72,1547.32,2013-10-19,2,2013-10-19,-43.6
702,Leslie Smith,1503.71,1520.51,2017-07-16,7,2017-07-16,-16.79
703,Sean Pierson,1503.66,1550.28,2013-06-15,6,2013-06-15,-46.62
704,Abdul-Kerim Edilov,1503.6,1519.3,2017-09-02,1,2017-09-02,-15.7
705,Adam Wieczorek,1503.59,1539.22,2018-04-14,3,2018-11-03,-35.63
706,Constantinos Philippou,1503.57,1589.19,2012-12-29,10,2015-05-16,-85.61
707,Brian Ebersole,1503.54,1591.19,2012-06-22,8,2015-06-06,-87.65
708,Djorden Santos,1503.5,1503.5,2025-10-18,2,2025-10-18,0.0
709,Dan Hardy,1503.48,1595.56,2009-11-14,10,2012-09-29,-92.08
710,Gavin Tucker,1503.41,1564.92,2020-12-12,7,2023-08-05,-61.51
711,Rei Tsuruya,1503.37,1519.69,2024-06-29,2,2025-03-08,-16.33
712,Frank Mir,1503.36,1624.86,2011-12-10,27,2016-03-19,-121.5
713,Matthew Riddle,1503.32,1562.19,2009-08-08,12,2013-02-16,-58.87
714,Ben Nguyen,1503.31,1559.68,2017-06-10,7,2018-12-01,-56.38
715,Paige VanZant,1503.14,1564.07,2015-09-05,9,2020-07-11,-60.93
716,Cathal Pendred,1503.14,1578.93,2015-06-13,6,2015-10-24,-75.8
717,Tom Lawlor,1503.12,1545.44,2009-07-11,11,2016-03-05,-42.33
718,Steve Bosse,1503.11,1521.84,2016-06-18,3,2016-06-18,-18.73
719,Stephan Bonnar,1503.09,1557.15,2011-11-19,15,2012-10-13,-54.06
720,Michael Aswell,1503.07,1503.07,2025-10-11,2,2025-10-11,0.0
721,CB Dollaway,1503.05,1578.19,2014-05-31,20,2018-09-15,-75.14
722,Chris Lytle,1503.05,1570.64,2010-09-25,20,2011-08-14,-67.59
723,Caio Magalhaes,1503.03,1565.21,2014-11-08,7,2016-09-10,-62.18
724,Manny Bermudez,1503.03,1560.25,2019-02-17,5,2019-10-18,-57.22
725,Sean Sherk,1503.02,1582.63,2008-10-25,12,2010-09-25,-79.61
726,Rogerio Nogueira,1502.97,1568.8,2013-02-02,13,2020-07-25,-65.83
727,Bruno Lopes,1502.91,1523.54,2025-01-11,2,2025-05-31,-20.63
728,Melvin Guillard,1502.88,1611.46,2011-07-02,22,2014-03-08,-108.58
729,Aaron Simpson,1502.88,1575.46,2011-10-08,11,2012-10-05,-72.58
730,Brock Lesnar,1502.82,1598.18,2010-07-03,8,2016-07-09,-95.36
731,Ben Askren,1502.82,1536.84,2019-03-02,3,2019-10-26,-34.02
732,Nora Cornolle,1502.78,1547.32,2024-04-06,6,2026-02-21,-44.54
733,Todd Duffee,1502.77,1542.35,2014-12-06,6,2019-09-14,-39.58
734,Rafael Natal,1502.67,1589.37,2016-01-30,17,2017-07-22,-86.7
735,Siyar Bahadurzada,1502.54,1554.55,2018-04-21,8,2019-09-28,-52.01
736,Aisling Daly,1502.46,1523.0,2014-12-12,3,2015-10-24,-20.54
737,Chuck Liddell,1502.45,1717.76,2006-12-30,23,2010-06-12,-215.31
738,Shane Carwin,1502.44,1595.12,2010-03-27,6,2011-06-11,-92.68
739,Claude Patrick,1502.36,1565.44,2011-04-30,4,2011-12-10,-63.08
740,Mauricio Rua,1502.33,1587.15,2020-07-25,24,2023-01-21,-84.83
741,Nate Quarry,1502.27,1592.17,2009-09-16,10,2010-03-31,-89.9
742,Kurt Pellegrino,1502.26,1591.01,2010-03-27,12,2011-03-19,-88.75
743,Tatsuya Kawajiri,1502.23,1552.94,2015-12-11,6,2016-08-06,-50.72
744,Brendan Schaub,1502.23,1566.97,2011-03-19,11,2014-12-06,-64.74
745,Roger Huerta,1502.23,1610.6,2007-12-08,8,2009-09-16,-108.37
746,Ian Heinisch,1502.2,1560.56,2019-05-18,7,2021-07-24,-58.36
747,Paddy Holohan,1502.17,1539.86,2015-07-18,5,2015-10-24,-37.69
748,Isaac Dulgarian,1502.14,1526.62,2024-09-07,4,2025-11-01,-24.48
749,Dione Barbosa,1502.14,1520.0,2024-05-04,4,2025-08-16,-17.86
750,Mike Russow,1502.08,1586.28,2012-01-28,6,2013-01-26,-84.2
751,Jacob Volkmann,1502.05,1565.62,2011-12-30,10,2013-02-02,-63.57
752,Jon Madsen,1501.99,1570.02,2010-10-23,5,2011-03-26,-68.03
753,Jimi Manuwa,1501.92,1596.69,2017-03-18,12,2019-06-01,-94.77
754,Tim Sylvia,1501.9,1632.17,2006-11-18,13,2008-02-02,-130.27
755,Jorge Rivera,1501.87,1559.2,2010-03-31,15,2012-01-20,-57.33
756,Wanderlei Silva,1501.86,1527.2,2013-03-02,12,2013-03-02,-25.34
757,Josh Samman,1501.86,1568.12,2015-07-12,5,2016-07-13,-66.26
758,Josh Koscheck,1501.82,1659.01,2012-02-04,25,2015-03-21,-157.19
759,Ricardo Almeida,1501.81,1563.23,2010-12-11,11,2011-03-19,-61.42
760,Nate Landwehr,1501.78,1551.6,2024-03-30,10,2025-07-12,-49.82
761,Tony Kelley,1501.77,1521.11,2021-12-11,4,2022-06-18,-19.34
762,Vladimir Matyushenko,1501.77,1570.65,2011-04-30,12,2013-01-26,-68.89
763,Mike Swick,1501.74,1646.68,2009-06-13,15,2015-07-11,-144.94
764,Karo Parisyan,1501.73,1616.76,2007-11-17,13,2010-11-20,-115.02
765,Jose Quinonez,1501.73,1565.65,2018-02-10,9,2020-12-05,-63.92
766,Rongzhu,1501.72,1501.72,2025-08-23,6,2025-08-23,0.0
767,Elias Silverio,1501.69,1563.42,2014-05-31,5,2015-08-23,-61.73
768,Takeya Mizugaki,1501.69,1594.1,2014-05-24,14,2016-12-17,-92.42
769,Che Mills,1501.67,1524.76,2011-11-05,4,2013-02-16,-23.09
770,Sultan Aliev,1501.67,1506.23,2019-04-20,4,2019-04-20,-4.56
771,Royston Wee,1501.66,1539.4,2014-08-23,3,2015-05-16,-37.74
772,Krzysztof Soszynski,1501.64,1563.13,2011-06-11,9,2011-12-10,-61.49
773,Bill Algeo,1501.64,1555.55,2023-10-07,10,2024-07-20,-53.91
774,Soa Palelei,1501.54,1545.88,2014-05-10,7,2015-08-01,-44.33
775,Paul Daley,1501.52,1558.63,2010-01-02,3,2010-05-08,-57.11
776,Gleison Tibau,1501.52,1615.17,2015-01-18,28,2018-06-01,-113.65
777,Paul Sass,1501.52,1567.36,2012-05-26,5,2013-02-16,-65.83
778,Gerald Harris,1501.47,1563.13,2010-07-03,4,2010-11-20,-61.66
779,Chance Rencountre,1501.46,1529.41,2019-07-06,4,2019-11-02,-27.96
780,Robert Peralta,1501.45,1556.77,2014-05-31,8,2015-04-04,-55.31
781,Victor Hugo,1501.44,1520.0,2024-04-06,2,2024-10-26,-18.56
782,George Sotiropoulos,1501.38,1639.02,2010-11-20,11,2013-10-19,-137.64
783,Brian Stann,1501.33,1568.11,2011-05-28,11,2013-03-02,-66.78
784,Marcus Davis,1501.25,1612.31,2009-01-17,15,2011-01-01,-111.06
785,Jarjis Danho,1501.24,1502.98,2021-04-10,3,2021-04-10,-1.74
786,Alex Garcia,1501.23,1546.66,2017-11-25,10,2018-10-27,-45.43
787,Tito Ortiz,1501.22,1656.09,2006-10-10,27,2012-07-07,-154.87
788,Dean Lister,1501.18,1561.51,2008-06-21,6,2008-12-27,-60.33
789,Mounir Lazzez,1501.16,1527.27,2022-04-16,4,2023-01-21,-26.11
790,Matt Serra,1501.14,1563.52,2007-04-07,14,2010-09-25,-62.38
791,Maiquel Falcao,1501.12,1527.23,2010-11-20,1,2010-11-20,-26.11
792,Javier Vazquez,1501.08,1523.06,2011-06-26,1,2011-06-26,-21.98
793,Francis Marshall,1501.05,1519.4,2022-12-03,6,2026-02-28,-18.35
794,Ion Cutelaba,1501.03,1542.17,2019-09-28,19,2025-05-10,-41.14
795,Brian Foster,1501.02,1524.9,2010-11-20,5,2010-11-20,-23.88
796,Matt Lindland,1501.01,1582.95,2003-02-28,12,2005-08-20,-81.94
797,Tanner Boser,1501.0,1543.51,2020-07-25,10,2023-08-05,-42.52
798,Renato Sobral,1501.0,1565.72,2006-02-04,10,2007-08-25,-64.72
799,Roy Nelson,1500.98,1585.14,2013-04-27,19,2017-04-15,-84.17
800,Wilson Gouveia,1500.97,1577.43,2008-12-13,10,2009-12-12,-76.46
801,Abubakar Nurmagomedov,1500.97,1515.39,2022-10-22,4,2023-06-03,-14.43
802,Dennis Hallman,1500.88,1526.63,2000-12-16,9,2011-12-10,-25.75
803,Ronny Markes,1500.88,1564.98,2013-01-19,5,2014-03-23,-64.1
804,Ryan Janes,1500.8,1520.0,2016-12-09,4,2017-12-01,-19.2
805,Tyson Griffin,1500.78,1594.84,2009-09-19,14,2011-10-29,-94.07
806,Cung Le,1500.76,1530.14,2012-11-10,4,2014-08-23,-29.39
807,Shinsho Anzai,1500.76,1522.83,2017-09-22,4,2018-06-23,-22.08
808,Hermes Franca,1500.75,1571.65,2007-01-25,11,2009-09-19,-70.89
809,Evan Tanner,1500.72,1627.67,2005-02-05,17,2008-06-21,-126.96
810,Melissa Mullins,1500.67,1522.24,2024-11-09,4,2025-06-21,-21.57
811,Hunter Azure,1500.67,1521.01,2019-09-14,4,2021-04-10,-20.34
812,Rich Attonito,1500.65,1541.24,2010-09-15,5,2011-12-10,-40.59
813,Kenny Robertson,1500.64,1544.48,2015-01-24,9,2016-09-17,-43.83
814,Gabriel Gonzaga,1500.63,1581.48,2007-04-21,22,2016-04-10,-80.85
815,Ozzy Diaz,1500.63,1500.63,2025-03-08,2,2025-03-08,0.0
816,Lucas Rocha,1500.63,1500.63,2025-10-11,2,2025-10-11,0.0
817,Diego Nunes,1500.6,1528.21,2012-10-05,6,2013-01-19,-27.61
818,Brianna Fortino,1500.59,1525.13,2019-07-13,2,2020-06-20,-24.53
819,Jason Saggo,1500.59,1543.6,2016-06-18,6,2017-09-16,-43.01
820,Paul Kelly,1500.57,1547.66,2009-06-13,9,2011-02-05,-47.1
821,Pedro Rizzo,1500.56,1601.94,2001-02-23,14,2003-11-21,-101.39
822,Jeff Monson,1500.54,1548.74,2006-07-08,7,2006-11-18,-48.19
823,Drew Fickett,1500.54,1530.73,2005-10-03,7,2007-04-05,-30.19
824,David Terrell,1500.53,1536.22,2006-04-15,3,2006-04-15,-35.69
825,Tim Credeur,1500.51,1566.98,2009-04-01,5,2011-06-04,-66.46
826,Roan Carneiro,1500.51,1527.45,2007-12-29,9,2017-02-11,-26.94
827,Antonio Carvalho,1500.46,1525.14,2012-11-17,4,2013-03-16,-24.67
828,Jonathan Meunier,1500.46,1502.93,2016-11-26,2,2016-11-26,-2.47
829,TJ Waldburger,1500.45,1548.43,2012-12-15,8,2014-02-22,-47.98
830,Pat Miletich,1500.45,1623.03,2000-12-16,10,2002-03-22,-122.58
831,Nyamjargal Tumendemberel,1500.41,1500.41,2026-03-07,2,2026-03-07,0.0
832,Ricco Rodriguez,1500.39,1606.55,2002-09-27,7,2003-11-21,-106.15
833,Yanal Ashmouz,1500.38,1523.0,2023-03-18,4,2025-06-07,-22.62
834,Logan Clark,1500.38,1522.0,2006-12-13,1,2006-12-13,-21.62
835,Frank Shamrock,1500.36,1604.6,1999-09-24,5,1999-09-24,-104.24
836,Jake O'Brien,1500.35,1561.46,2007-01-25,7,2009-07-11,-61.11
837,Murilo Bustamante,1500.34,1555.17,2002-05-10,4,2002-05-10,-54.83
838,Jose Torres,1500.34,1522.93,2018-06-01,2,2018-08-04,-22.59
839,David Branch,1500.33,1547.58,2018-04-21,9,2019-03-30,-47.25
840,Tom Murphy,1500.33,1523.0,2006-03-04,1,2006-03-04,-22.67
841,Guangyou Ning,1500.32,1546.53,2015-05-16,4,2016-11-26,-46.21
842,Clint Hester,1500.31,1581.62,2014-06-28,7,2016-04-23,-81.32
843,Phillip Miller,1500.31,1545.05,2002-11-22,2,2002-11-22,-44.74
844,Hector Sandoval,1500.3,1527.04,2017-04-22,4,2017-08-05,-26.74
845,Brad Blackburn,1500.29,1559.45,2009-06-20,5,2010-04-10,-59.17
846,Jesus Pinedo,1500.29,1520.64,2018-11-17,2,2019-03-23,-20.34
847,Steven Siler,1500.28,1574.77,2013-08-17,9,2014-07-26,-74.48
848,Erik Koch,1500.27,1542.92,2011-09-17,10,2019-07-27,-42.65
849,Din Thomas,1500.27,1561.68,2007-05-26,9,2008-04-02,-61.41
850,Brian Melancon,1500.27,1527.2,2013-07-06,2,2013-08-28,-26.94
851,Mike Wilkinson,1500.26,1524.48,2014-10-04,4,2016-02-27,-24.22
852,Don Frye,1500.25,1638.2,1996-12-07,10,1996-12-07,-137.95
853,Lee Murray,1500.23,1525.11,2004-01-31,1,2004-01-31,-24.88
854,Genki Sudo,1500.23,1524.13,2004-04-02,3,2004-04-02,-23.9
855,Buddy Roberts,1500.22,1520.0,2012-06-08,2,2012-08-11,-19.78
856,Patrick Walsh,1500.22,1522.0,2014-07-06,2,2015-02-14,-21.78
857,Mike Kyle,1500.21,1519.69,2004-04-02,3,2005-02-05,-19.48
858,Jonathan Wiezorek,1500.21,1523.0,2004-04-02,1,2004-04-02,-22.79
859,Terry Etim,1500.2,1567.07,2009-11-14,11,2013-02-16,-66.87
860,Kevin Randleman,1500.2,1557.24,2000-06-09,7,2002-01-11,-57.04
861,Galore Bofando,1500.18,1520.98,2017-07-16,2,2017-12-16,-20.79
862,Mark Kerr,1500.18,1579.34,1997-10-17,4,1997-10-17,-79.17
863,Laverne Clark,1500.18,1578.38,2000-04-14,5,2000-09-22,-78.19
864,Antonina Shevchenko,1500.17,1525.98,2020-11-21,8,2022-07-09,-25.81
865,Dan Severn,1500.16,1636.0,1996-05-17,13,2000-09-22,-135.83
866,Zak Ottow,1500.16,1524.98,2018-03-03,8,2019-03-09,-24.82
867,Sirwan Kakai,1500.15,1518.28,2015-06-27,2,2015-08-08,-18.13
868,Marcio Cruz,1500.15,1550.28,2006-02-04,4,2006-12-30,-50.13
869,Nick Ring,1500.15,1541.4,2012-07-21,6,2013-12-06,-41.25
870,Waylon Lowe,1500.15,1521.24,2011-01-22,4,2011-03-26,-21.09
871,Rich Clementi,1500.15,1551.34,2008-05-24,10,2009-02-07,-51.19
872,Maurice Smith,1500.14,1561.0,1997-10-17,7,2000-11-17,-60.86
873,Jerry Bohlander,1500.14,1580.31,1998-03-13,7,1999-01-08,-80.17
874,Bas Rutten,1500.14,1545.46,1999-05-07,2,1999-05-07,-45.31
875,Oleg Taktarov,1500.13,1588.1,1995-12-16,9,1995-12-16,-87.97
876,Ian Freeman,1500.13,1544.66,2002-07-13,6,2003-06-06,-44.53
877,Miguel Torres,1500.12,1522.0,2011-02-05,4,2012-04-21,-21.88
878,Guy Mezger,1500.1,1569.9,1997-05-30,5,1999-03-05,-69.79
879,Ikuhisa Minowa,1500.1,1525.04,2000-04-14,1,2000-04-14,-24.94
880,Sai Wang,1500.1,1501.06,2014-08-23,2,2014-08-23,-0.96
881,Sanae Kikuta,1500.1,1526.69,2000-04-14,1,2000-04-14,-26.58
882,Ben Earwood,1500.1,1522.0,2000-11-17,1,2000-11-17,-21.9
883,Mark Hughes,1500.1,1522.0,2000-11-17,1,2000-11-17,-21.9
884,Kenichi Yamamoto,1500.1,1541.07,1999-11-19,3,2000-12-16,-40.97
885,Patrick Smith,1500.09,1564.89,1995-07-14,5,1995-07-14,-64.8
886,Scott Adams,1500.09,1523.0,2000-03-10,1,2000-03-10,-22.91
887,Bob Cook,1500.09,1523.0,2000-03-10,1,2000-03-10,-22.91
888,Falaniko Vitale,1500.09,1532.19,2003-06-06,2,2003-11-21,-32.1
889,Alex Hunter,1500.09,1538.46,1997-10-17,2,1997-10-17,-38.38
890,Gan McGee,1500.08,1530.66,2003-02-28,4,2003-09-26,-30.58
891,Danny Castillo,1500.08,1578.69,2013-07-27,14,2015-12-19,-78.61
892,Ron Waterman,1500.08,1523.0,1999-05-07,4,2000-04-14,-22.92
893,Lance Benoist,1500.08,1522.38,2011-09-17,4,2014-06-07,-22.3
894,Tyrone Roberts,1500.08,1520.01,2000-06-09,1,2000-06-09,-19.93
895,Lavar Johnson,1500.08,1544.16,2012-05-05,4,2013-02-23,-44.09
896,Mikey Burnett,1500.07,1523.53,1999-01-08,3,1999-01-08,-23.46
897,Antoni Hardonk,1500.07,1549.33,2008-12-27,8,2009-10-24,-49.26
898,Marcelo Mello,1500.07,1523.0,1999-05-07,1,1999-05-07,-22.93
899,Sione Latu,1500.07,1523.0,1999-03-05,1,1999-03-05,-22.93
900,Andre Roberts,1500.06,1518.66,1998-05-15,3,1999-07-16,-18.6
901,Ebenezer Fontes Braga,1500.06,1521.34,1998-10-16,1,1998-10-16,-21.28
902,Cesar Marscucci,1500.06,1523.0,1998-10-16,1,1998-10-16,-22.94
903,Joel Sutton,1500.06,1543.98,1995-09-08,2,1995-09-08,-43.91
904,Tulio Palhares,1500.06,1523.0,1998-10-16,1,1998-10-16,-22.94
905,Kazushi Sakuraba,1500.05,1523.0,1997-12-21,2,1997-12-21,-22.95
906,Mirko Filipovic,1500.05,1533.41,2010-06-12,11,2015-04-11,-33.36
907,Ricardo Abreu,1500.05,1523.0,2014-05-31,2,2015-06-06,-22.95
908,Dan Christison,1500.05,1521.33,2006-04-06,2,2006-07-08,-21.28
909,Enson Inoue,1500.05,1523.0,1997-05-30,1,1997-05-30,-22.95
910,Royce Gracie,1500.05,1641.23,1994-12-16,10,2006-05-27,-141.18
911,Kevin Jousset,1500.05,1544.66,2023-12-09,4,2025-02-08,-44.61
912,Scott Ferrozzo,1500.04,1524.48,1996-09-20,5,1997-02-07,-24.44
913,Marco Ruas,1500.04,1566.67,1995-12-16,6,1999-07-16,-66.63
914,Mark Hall,1500.04,1545.94,1996-05-17,7,1996-12-07,-45.9
915,Nick Thompson,1500.04,1522.0,2005-11-19,2,2006-04-15,-21.96
916,Yoshiki Takahashi,1500.04,1522.0,1997-02-07,1,1997-02-07,-21.96
917,Mark Schultz,1500.04,1525.19,1996-05-17,1,1996-05-17,-25.15
918,Rafael Carino,1500.04,1523.0,1996-05-17,1,1996-05-17,-22.96
919,Steve Nelmark,1500.04,1543.87,1996-12-07,3,1996-12-07,-43.83
920,Junie Browning,1500.04,1523.0,2008-12-13,2,2009-04-01,-22.96
921,Gary Goodridge,1500.04,1524.85,1996-02-16,8,1999-03-05,-24.8
922,Justin Martin,1500.04,1523.0,1997-02-07,1,1997-02-07,-22.96
923,Remco Pardoel,1500.03,1526.53,1994-03-11,5,1995-09-08,-26.5
924,Jon Hess,1500.03,1523.0,1995-04-07,1,1995-04-07,-22.97
925,Onassis Parungao,1500.03,1523.0,1995-09-08,1,1995-09-08,-22.97
926,Steve Jennum,1500.03,1543.98,1994-12-16,3,1995-12-16,-43.95
927,Jens Pulver,1500.03,1611.7,2002-01-11,9,2007-06-23,-111.67
928,Jutaro Nakao,1500.03,1526.77,2001-09-28,2,2002-03-22,-26.74
929,Johnny Rhodes,1500.02,1523.0,1994-03-11,3,1994-03-11,-22.98
930,Troy Mandaloniz,1500.02,1523.0,2007-12-08,2,2009-02-21,-22.98
931,Dave Beneteau,1500.02,1528.88,1995-04-07,6,1997-10-17,-28.86
932,Levan Makashvili,1500.02,1518.92,2015-05-16,3,2016-01-30,-18.9
933,Ildemar Alcantara,1500.02,1539.96,2013-06-08,7,2015-07-15,-39.94
934,Frank Hamaker,1500.02,1523.0,1994-03-11,1,1994-03-11,-22.98
935,Travis Fulton,1500.01,1503.68,1999-07-16,2,1999-07-16,-3.67
936,Benji Radach,1500.01,1522.0,2002-06-22,3,2002-09-27,-21.99
937,Joe Moreira,1500.01,1504.37,1997-07-27,2,1997-07-27,-4.36
938,Dwayne Cason,1500.01,1505.41,1997-10-17,2,1997-10-17,-5.4
939,Lance Gibson,1500.01,1523.0,2000-03-10,2,2000-12-16,-22.99
940,Keith Hackney,1500.01,1543.98,1994-12-16,4,1995-12-16,-43.97
941,Geza Kalman,1500.01,1503.87,1996-07-12,2,1996-07-12,-3.87
942,Katsuhisa Fujii,1500.01,1502.02,1999-11-19,2,1999-11-19,-2.02
943,Nick Sanzo,1500.01,1503.81,1997-02-07,2,1997-02-07,-3.8
944,Robert Drysdale,1500.0,1500.0,2014-07-06,1,2014-07-06,0.0
945,Dan Bobish,1500.0,1501.54,1997-07-27,2,1997-07-27,-1.54
946,Ron Faircloth,1500.0,1500.0,2005-10-07,1,2005-10-07,0.0
947,Brad Kohler,1500.0,1500.35,1999-09-24,2,1999-09-24,-0.35
948,Tai Bowden,1500.0,1502.02,1996-12-07,2,1996-12-07,-2.02
949,Todd Medina,1500.0,1500.57,1995-04-07,2,1995-04-07,-0.56
950,Roman Mitichyan,1500.0,1523.0,2007-12-08,2,2008-04-02,-23.0
951,Scott Morris,1500.0,1523.0,1994-03-11,2,1994-03-11,-23.0
952,Semmy Schilt,1500.0,1525.22,2001-05-04,2,2001-06-29,-25.22
953,DeAnna Bennett,1500.0,1500.0,2017-12-01,1,2017-12-01,0.0
954,Pedro Nobre,1500.0,1500.0,2013-01-19,1,2013-01-19,0.0
955,Jack Nilson,1500.0,1500.18,1997-05-30,2,1997-05-30,-0.18
956,Alfonso Alcarez,1500.0,1500.0,1999-09-24,1,1999-09-24,0.0
957,John Lewis,1500.0,1523.0,1999-09-24,2,2000-11-17,-23.0
958,Mark Robinson,1500.0,1500.0,2001-02-23,1,2001-02-23,0.0
959,Steven Graham,1500.0,1502.02,1997-05-30,2,1997-05-30,-2.02
960,CJ Fernandes,1500.0,1500.0,2000-09-22,1,2000-09-22,0.0
961,Mackens Semerzier,1500.0,1523.0,2011-03-26,3,2012-03-02,-23.0
962,Nate Loughran,1500.0,1523.0,2008-07-19,2,2008-12-10,-23.0
963,Paul Varelans,1500.0,1529.03,1996-02-16,8,1996-12-07,-29.03
964,Orlando Wiet,1500.0,1500.34,1994-03-11,2,1994-03-11,-0.34
965,JooSang Yoo,1499.91,1520.82,2025-06-07,2,2025-10-04,-20.91
966,Wesley Correira,1499.89,1521.65,2003-11-21,4,2004-04-02,-21.76
967,Song Kenan,1499.85,1553.65,2020-02-22,11,2024-11-23,-53.8
968,Rony Jason,1499.81,1565.88,2013-06-08,9,2017-03-11,-66.08
969,Colby Thicknesse,1499.78,1499.78,2025-09-27,2,2025-09-27,0.0
970,Joe Charles,1499.73,1525.88,1995-12-16,4,1997-12-21,-26.15
971,Anthony Torres,1499.72,1523.0,2006-08-17,2,2007-09-08,-23.28
972,Angela Hill,1499.71,1543.68,2024-05-18,29,2025-11-15,-43.97
973,Tomasz Drwal,1499.7,1549.04,2009-09-19,6,2010-09-15,-49.34
974,James Wilks,1499.66,1523.0,2009-06-20,4,2010-10-16,-23.34
975,Keith Rockel,1499.59,1499.59,2003-11-21,2,2003-11-21,0.0
976,Chris Cariaso,1499.49,1560.7,2014-05-10,13,2015-10-03,-61.21
977,Albert Duraev,1499.37,1518.41,2021-10-30,4,2023-07-15,-19.04
978,Gauge Young,1499.37,1499.37,2025-08-23,2,2025-08-23,0.0
979,Tedd Williams,1499.35,1520.78,2000-03-10,2,2000-09-22,-21.44
980,Miesha Tate,1499.24,1571.62,2016-03-05,14,2025-05-03,-72.38
981,Douglas Silva de Andrade,1499.06,1549.34,2023-05-13,14,2026-02-28,-50.28
982,Pascal Krauss,1498.86,1521.6,2013-01-26,4,2013-08-31,-22.74
983,Matt Frevola,1498.85,1563.46,2023-05-06,12,2025-10-18,-64.6
984,Tony Gravely,1498.85,1542.68,2022-06-04,8,2023-03-11,-43.83
985,Dan Cramer,1498.81,1518.85,2009-01-31,2,2009-08-08,-20.04
986,Austin Vanderford,1498.78,1521.47,2025-02-22,2,2025-10-04,-22.7
987,Loik Radzhabov,1498.72,1522.09,2024-03-02,4,2024-07-20,-23.37
988,Brandon Vera,1498.7,1583.53,2006-11-18,16,2013-08-31,-84.83
989,Chris Kelades,1498.68,1521.77,2014-10-04,4,2016-04-23,-23.08
990,Ante Delija,1498.63,1535.46,2025-09-06,3,2026-02-21,-36.83
991,Mike Nickels,1498.52,1523.0,2006-06-24,2,2007-07-07,-24.48
992,Shauna Bannon,1498.48,1521.51,2025-03-22,4,2025-09-06,-23.02
993,John Gunther,1498.47,1520.0,2018-07-06,2,2018-11-10,-21.53
994,Mike Ciesnolevicz,1498.32,1523.0,2009-02-21,2,2009-06-20,-24.68
995,Andrei Semenov,1498.32,1523.37,2002-01-11,2,2002-05-10,-25.06
996,Naoki Inoue,1498.18,1520.0,2017-06-17,2,2018-06-23,-21.82
997,Nah-Shon Burrell,1498.16,1522.0,2013-02-23,2,2013-05-25,-23.84
998,Nick Denis,1498.15,1520.98,2012-01-20,2,2012-05-05,-22.82
999,Joe Slick,1498.13,1523.17,1999-11-19,2,2000-04-14,-25.04
1000,Elves Brener,1498.06,1562.69,2023-11-04,6,2025-08-02,-64.63
1001,Scott Bessac,1498.06,1523.0,1995-09-08,2,1995-12-16,-24.94
1002,Muin Gafurov,1497.98,1521.5,2025-01-18,5,2026-02-07,-23.52
