rank,name,elo,peak_elo,peak_date,fights,last_fight,elo_vs_peak
1,Islam Makhachev,1806.53,1806.53,2025-11-15,18,2025-11-15,0.0
2,Charles Oliveira,1743.43,1757.2,2022-05-07,37,2026-03-07,-13.76
3,Ilia Topuria,1725.39,1725.39,2025-06-28,9,2025-06-28,0.0
4,Merab Dvalishvili,1718.07,1750.04,2025-10-04,17,2025-12-06,-31.97
5,Khamzat Chimaev,1716.21,1716.21,2025-08-16,9,2025-08-16,0.0
6,Valentina Shevchenko,1713.13,1713.13,2025-11-15,19,2025-11-15,0.0
7,Alexander Volkanovski,1708.52,1750.07,2022-07-02,18,2026-01-31,-41.55
8,Max Holloway,1707.1,1743.57,2018-12-08,32,2026-03-07,-36.47
9,Alex Pereira,1704.51,1704.51,2025-10-04,12,2025-10-04,0.0
10,Petr Yan,1692.03,1692.03,2025-12-06,16,2025-12-06,0.0
11,Kamaru Usman,1691.93,1789.56,2021-11-06,19,2025-06-14,-97.63
12,Dricus Du Plessis,1691.39,1715.33,2025-02-08,10,2025-08-16,-23.94
13,Justin Gaethje,1690.7,1690.7,2026-01-24,15,2026-01-24,0.0
14,Magomed Ankalaev,1688.59,1714.79,2025-03-08,16,2025-10-04,-26.2
15,Aljamain Sterling,1683.38,1713.5,2023-05-06,22,2025-08-23,-30.12
16,Belal Muhammad,1680.91,1736.48,2024-07-27,21,2025-11-22,-55.57
17,Nassourdine Imavov,1677.2,1677.2,2025-09-06,12,2025-09-06,0.0
18,Ian Machado Garry,1676.52,1676.52,2025-11-22,11,2025-11-22,0.0
19,Movsar Evloev,1673.07,1683.49,2024-12-07,9,2024-12-07,-10.42
20,Ciryl Gane,1672.37,1672.37,2024-12-07,13,2025-10-25,0.0
21,Shavkat Rakhmonov,1670.8,1681.08,2024-12-07,7,2024-12-07,-10.28
22,Arman Tsarukyan,1670.56,1671.98,2024-04-13,12,2025-11-22,-1.42
23,Jon Jones,1670.18,1768.72,2020-02-08,24,2024-11-16,-98.54
24,Jack Della Maddalena,1669.37,1682.54,2025-05-10,9,2025-11-15,-13.17
25,Carlos Ulberg,1668.78,1668.78,2025-09-27,10,2025-09-27,0.0
26,Alexander Volkov,1667.99,1669.28,2024-06-22,18,2025-10-25,-1.29
27,Umar Nurmagomedov,1666.37,1666.37,2026-01-24,9,2026-01-24,0.0
28,Michael Morales,1666.01,1666.01,2025-11-15,7,2025-11-15,0.0
29,Lerone Murphy,1665.63,1665.63,2025-08-16,10,2025-08-16,0.0
30,Sean O'Malley,1664.31,1685.2,2024-03-09,15,2026-01-24,-20.89
31,Sean Strickland,1663.83,1664.41,2023-09-09,24,2026-02-21,-0.58
32,Brendan Allen,1663.55,1678.27,2024-04-06,18,2025-10-18,-14.72
33,Alexandre Pantoja,1663.51,1692.33,2025-06-28,18,2025-12-06,-28.82
34,Curtis Blaydes,1662.4,1691.73,2022-07-23,20,2025-06-21,-29.33
35,Dustin Poirier,1661.97,1735.41,2021-07-10,32,2025-07-19,-73.45
36,Tom Aspinall,1661.87,1670.99,2024-07-27,10,2025-10-25,-9.12
37,Zhang Weili,1658.34,1679.25,2025-02-08,13,2025-11-15,-20.9
38,Natalia Silva,1657.09,1657.09,2026-01-24,8,2026-01-24,0.0
39,Erin Blanchfield,1655.49,1655.49,2025-11-15,9,2025-11-15,0.0
40,Joshua Van,1653.76,1653.76,2025-12-06,10,2025-12-06,0.0
41,Leon Edwards,1653.33,1738.08,2023-12-16,20,2025-11-15,-84.75
42,Cory Sandhagen,1650.92,1670.02,2023-08-05,16,2025-10-04,-19.1
43,Manon Fiorot,1650.27,1650.27,2025-10-18,9,2025-10-18,0.0
44,Sean Brady,1648.46,1674.48,2025-03-22,10,2025-11-15,-26.03
45,Waldo Cortes-Acosta,1647.8,1647.8,2026-01-24,12,2026-01-24,0.0
46,Mario Bautista,1647.07,1651.4,2025-06-07,14,2026-02-07,-4.33
47,Benoit Saint Denis,1646.78,1646.78,2026-01-31,12,2026-01-31,0.0
48,Robert Whittaker,1644.59,1708.87,2021-04-17,24,2025-07-26,-64.28
49,Joaquin Buckley,1641.57,1662.92,2024-12-14,16,2025-06-14,-21.35
50,Anthony Hernandez,1640.71,1666.15,2025-08-09,12,2026-02-21,-25.44
51,Carlos Prates,1640.29,1640.29,2025-11-15,7,2025-11-15,0.0
52,Caio Borralho,1639.54,1641.94,2024-08-24,9,2026-03-07,-2.4
53,Tatsuro Taira,1639.53,1639.53,2025-12-06,9,2025-12-06,0.0
54,Grant Dawson,1639.49,1674.0,2025-01-18,14,2025-12-06,-34.51
55,Sergei Pavlovich,1639.0,1639.0,2025-08-23,11,2025-08-23,0.0
56,Gregory Rodrigues,1637.3,1637.3,2026-03-07,13,2026-03-07,0.0
57,Amanda Nunes,1636.76,1716.49,2021-03-06,18,2023-06-10,-79.73
58,Norma Dumont,1635.36,1635.36,2025-11-01,11,2025-11-01,0.0
59,Deiveson Figueiredo,1633.09,1689.62,2024-08-03,21,2026-01-24,-56.53
60,Joel Alvarez,1632.58,1632.58,2025-10-11,10,2025-10-11,0.0
61,Maycee Barber,1629.84,1630.61,2024-03-09,12,2025-12-06,-0.77
62,Steve Garcia,1629.17,1629.17,2025-11-01,10,2025-11-01,0.0
63,Aiemann Zahabi,1627.79,1627.79,2025-10-18,10,2025-10-18,0.0
64,Song Yadong,1626.47,1654.26,2023-12-09,16,2026-01-24,-27.79
65,Jiri Prochazka,1625.91,1625.91,2025-10-04,8,2025-10-04,0.0
66,Israel Adesanya,1625.49,1728.48,2022-07-02,18,2025-02-01,-102.98
67,Mateusz Gamrot,1622.94,1641.8,2024-03-09,12,2025-10-11,-18.86
68,Beneil Dariush,1622.88,1698.74,2021-05-15,25,2025-11-15,-75.86
69,Gabriel Bonfim,1622.57,1622.57,2025-11-08,7,2025-11-08,0.0
70,Rinat Fakhretdinov,1621.78,1621.78,2025-09-06,7,2025-09-06,0.0
71,Paddy Pimblett,1621.5,1640.96,2025-04-12,8,2026-01-24,-19.45
72,Azamat Murzakanov,1621.48,1621.48,2025-10-25,6,2025-10-25,0.0
73,Farid Basharat,1621.11,1621.11,2026-02-07,6,2026-02-07,0.0
74,Fares Ziam,1620.8,1620.8,2025-12-06,10,2025-12-06,0.0
75,Michael Chiesa,1620.68,1652.09,2021-01-20,21,2025-06-14,-31.41
76,Randy Brown,1619.67,1652.08,2024-06-01,21,2025-11-08,-32.41
77,Melquizael Costa,1615.69,1615.69,2026-02-21,9,2026-02-21,0.0
78,Muhammad Mokaev,1614.34,1631.48,2024-07-27,7,2024-07-27,-17.15
79,Daniel Rodriguez,1613.76,1623.0,2022-09-10,14,2025-07-19,-9.24
80,Pat Sabatini,1613.68,1613.68,2025-11-15,10,2025-11-15,0.0
81,Montel Jackson,1613.47,1632.07,2025-05-03,12,2025-10-11,-18.6
82,Colby Covington,1613.44,1690.28,2019-08-03,17,2024-12-14,-76.84
83,Rose Namajunas,1612.63,1649.09,2021-11-06,19,2026-01-24,-36.46
84,Jean Silva,1612.15,1613.29,2025-04-12,7,2026-01-24,-1.13
85,Manel Kape,1610.97,1610.97,2025-12-13,10,2025-12-13,0.0
86,Francis Ngannou,1610.91,1723.33,2022-01-22,14,2022-01-22,-112.42
87,Nathaniel Wood,1609.92,1609.92,2025-10-25,13,2025-10-25,0.0
88,Roman Dolidze,1609.63,1631.5,2025-03-15,13,2025-08-09,-21.87
89,Bryan Battle,1609.35,1615.93,2024-12-07,9,2024-12-07,-6.58
90,Arnold Allen,1608.95,1670.56,2022-10-29,14,2026-01-24,-61.61
91,Gillian Robertson,1608.82,1608.82,2025-05-03,19,2025-05-03,0.0
92,Joe Pyfer,1608.74,1608.74,2025-10-04,7,2025-10-04,0.0
93,Virna Jandiroba,1608.7,1632.55,2025-04-12,12,2025-10-25,-23.85
94,Renato Moicano,1608.59,1642.58,2024-09-28,19,2025-06-28,-34.0
95,Youssef Zalal,1607.33,1607.33,2025-10-04,12,2025-10-04,0.0
96,Diego Lopes,1606.89,1621.47,2025-09-13,9,2026-01-31,-14.58
97,Jan Blachowicz,1606.55,1675.43,2021-03-06,22,2025-12-06,-68.88
98,Raoni Barcelos,1606.53,1606.53,2025-11-08,14,2025-11-08,0.0
99,Drakkar Klose,1606.39,1612.81,2024-05-04,13,2025-08-16,-6.43
100,Mackenzie Dern,1605.66,1605.66,2025-10-25,16,2025-10-25,0.0
101,Yair Rodriguez,1604.53,1633.79,2023-02-11,16,2025-04-12,-29.26
102,Mike Malott,1603.43,1603.43,2025-10-18,7,2025-10-18,0.0
103,Jasmine Jasudavicius,1599.91,1622.44,2025-05-10,11,2025-10-18,-22.53
104,Raquel Pennington,1599.28,1638.72,2024-01-20,19,2024-10-05,-39.44
105,Tatiana Suarez,1599.12,1604.45,2019-06-08,9,2025-09-13,-5.33
106,Chris Duncan,1599.07,1599.07,2025-12-06,7,2025-12-06,0.0
107,Manuel Torres,1597.37,1597.37,2025-12-06,6,2025-12-06,0.0
108,Gilbert Burns,1597.14,1689.91,2023-04-08,24,2025-05-17,-92.77
109,Ludovit Klein,1596.33,1599.41,2024-09-28,12,2025-10-25,-3.08
110,Asu Almabayev,1595.98,1595.98,2025-11-22,7,2025-11-22,0.0
111,Bryce Mitchell,1595.85,1611.24,2022-03-05,12,2025-07-26,-15.39
112,Neil Magny,1595.52,1671.06,2022-03-26,37,2025-12-13,-75.54
113,Derrick Lewis,1595.02,1686.9,2021-02-20,31,2026-01-24,-91.88
114,Ailin Perez,1594.99,1594.99,2026-02-28,7,2026-02-28,0.0
115,Raul Rosas Jr.,1594.76,1594.76,2026-03-07,7,2026-03-07,0.0
116,Jailton Almeida,1594.56,1648.52,2025-01-18,11,2026-02-07,-53.96
117,Chris Gutierrez,1594.31,1619.53,2025-04-26,15,2025-10-04,-25.22
118,Alexander Hernandez,1593.85,1593.85,2025-09-13,17,2025-09-13,0.0
119,Vicente Luque,1592.84,1699.58,2021-08-07,24,2025-10-11,-106.74
120,Jared Cannonier,1591.17,1648.19,2023-06-17,20,2025-08-16,-57.02
121,Uros Medic,1591.14,1591.14,2026-02-21,10,2026-02-21,0.0
122,Jake Matthews,1590.67,1614.21,2025-07-12,23,2025-09-27,-23.54
123,Quillan Salkilld,1590.27,1590.27,2026-01-31,4,2026-01-31,0.0
124,Stipe Miocic,1588.95,1733.56,2020-08-15,19,2024-11-16,-144.61
125,Martin Buday,1588.46,1588.46,2025-07-26,8,2025-07-26,0.0
126,Dustin Jacoby,1588.39,1588.39,2026-02-07,17,2026-02-07,0.0
127,Yan Xiaonan,1588.01,1609.95,2024-11-23,13,2025-04-12,-21.94
128,Ikram Aliskerov,1587.86,1587.86,2025-10-25,5,2025-10-25,0.0
129,Marcin Tybura,1587.82,1623.27,2025-03-22,23,2025-09-06,-35.46
130,Jacqueline Cavalcanti,1587.28,1587.28,2025-11-08,5,2025-11-08,0.0
131,Denise Gomes,1587.08,1587.08,2025-11-08,8,2025-11-08,0.0
132,Khabib Nurmagomedov,1586.67,1730.42,2020-10-24,13,2020-10-24,-143.76
133,Jose Aldo,1586.57,1659.45,2019-02-02,23,2025-05-10,-72.88
134,Christian Leroy Duncan,1586.34,1586.34,2025-11-08,8,2025-11-08,0.0
135,Brandon Moreno,1585.96,1656.56,2023-01-21,20,2026-02-28,-70.6
136,Payton Talbott,1585.18,1585.18,2025-12-06,6,2025-12-06,0.0
137,Volkan Oezdemir,1585.11,1585.11,2025-11-22,16,2025-11-22,0.0
138,Mairon Santos,1584.97,1584.97,2025-12-06,4,2025-12-06,0.0
139,Dominick Reyes,1584.87,1627.62,2019-10-18,14,2025-09-27,-42.74
140,Nasrat Haqparast,1584.77,1613.77,2025-03-01,15,2025-10-25,-29.0
141,Daniel Marcos,1584.16,1584.16,2025-11-08,7,2025-11-08,0.0
142,Tabatha Ricci,1584.14,1585.2,2024-08-24,10,2025-07-26,-1.06
143,Jonathan Martinez,1583.15,1638.53,2023-10-14,15,2024-11-16,-55.38
144,Alexa Grasso,1582.48,1620.17,2023-03-04,14,2025-05-10,-37.69
145,Glover Teixeira,1582.32,1708.0,2021-10-30,23,2023-01-21,-125.68
146,King Green,1581.33,1599.17,2023-10-07,29,2026-02-28,-17.84
147,Kayla Harrison,1580.53,1580.53,2025-06-07,3,2025-06-07,0.0
148,Dan Hooker,1579.93,1637.14,2020-02-22,24,2026-01-31,-57.21
149,Chepe Mariscal,1579.31,1602.28,2025-03-01,6,2025-11-15,-22.98
150,Edmen Shahbazyan,1578.61,1584.39,2019-11-02,14,2025-10-04,-5.78
151,Luana Santos,1578.47,1578.47,2025-12-13,6,2025-12-13,0.0
152,Muslim Salikhov,1577.95,1606.93,2025-07-26,14,2025-11-08,-28.97
153,Paulo Costa,1577.59,1611.69,2019-08-17,11,2025-07-19,-34.11
154,Serghei Spivac,1577.55,1600.94,2024-08-10,15,2026-02-21,-23.39
155,Loopy Godinez,1576.97,1579.52,2023-11-11,14,2025-08-16,-2.54
156,Vinicius Oliveira,1576.96,1597.39,2025-07-19,5,2026-02-07,-20.43
157,Amanda Lemos,1576.53,1607.45,2022-11-05,14,2025-09-13,-30.92
158,Khalil Rountree Jr.,1576.46,1599.09,2025-06-21,18,2025-10-04,-22.63
159,Chris Padilla,1576.34,1576.34,2025-11-08,4,2025-11-08,0.0
160,Sean Woodson,1576.05,1603.89,2024-12-14,10,2025-04-12,-27.84
161,Ateba Gautier,1575.71,1575.71,2026-01-24,4,2026-01-24,0.0
162,JunYong Park,1575.6,1600.79,2025-06-21,13,2025-10-25,-25.2
163,Myktybek Orolbai,1575.5,1575.5,2025-11-22,5,2025-11-22,0.0
164,Bo Nickal,1575.32,1576.51,2024-11-16,6,2025-11-15,-1.18
165,Cub Swanson,1574.18,1638.94,2017-04-22,25,2024-12-14,-64.76
166,David Martinez,1573.75,1573.75,2026-02-28,3,2026-02-28,0.0
167,Bogdan Guskov,1573.72,1573.72,2025-07-26,6,2025-12-06,0.0
168,William Gomis,1573.62,1579.7,2024-09-28,6,2025-09-06,-6.08
169,Derek Brunson,1573.47,1677.34,2021-09-04,21,2023-03-04,-103.87
170,Ricky Simon,1573.34,1632.13,2022-07-16,16,2025-11-08,-58.79
171,Nicolas Dalby,1572.41,1596.9,2023-11-04,15,2025-11-22,-24.49
172,Kyoji Horiguchi,1572.35,1605.53,2016-11-19,10,2026-02-07,-33.18
173,Miranda Maverick,1572.12,1592.49,2024-12-14,12,2025-06-14,-20.37
174,Joselyne Edwards,1572.01,1572.01,2026-02-21,12,2026-02-21,0.0
175,Shara Magomedov,1571.96,1580.45,2024-10-26,6,2025-07-26,-8.49
176,Ignacio Bahamondes,1571.64,1594.37,2025-03-08,9,2025-06-21,-22.73
177,Johnny Walker,1571.64,1590.08,2023-05-13,15,2025-08-23,-18.44
178,Chase Hooper,1571.58,1599.59,2025-04-12,12,2025-08-16,-28.01
179,Joanderson Brito,1571.4,1600.62,2024-05-04,9,2025-12-13,-29.22
180,Kelvin Gastelum,1571.12,1651.83,2018-05-12,25,2025-09-13,-80.71
181,Rafa Garcia,1570.76,1570.76,2025-09-13,10,2025-09-13,0.0
182,Jairzinho Rozenstruik,1570.67,1599.93,2020-08-15,15,2025-02-01,-29.25
183,Francisco Trinaldo,1570.47,1645.82,2016-09-24,26,2022-10-01,-75.35
184,Reinier de Ridder,1570.06,1607.2,2025-07-26,6,2026-03-07,-37.14
185,Josh Emmett,1569.73,1644.09,2022-06-18,16,2025-10-04,-74.35
186,Mauricio Ruffy,1569.37,1569.37,2026-01-31,5,2026-01-31,0.0
187,Kevin Vallejos,1569.31,1569.31,2025-12-13,3,2025-12-13,0.0
188,Brian Ortega,1569.29,1656.32,2018-03-03,14,2025-08-23,-87.03
189,Tracy Cortez,1569.26,1588.0,2025-06-28,8,2025-11-15,-18.75
190,Jim Miller,1569.16,1651.55,2014-04-26,46,2025-04-12,-82.39
191,David Onama,1568.99,1590.48,2025-04-26,9,2025-11-01,-21.48
192,Michael Page,1568.69,1568.69,2025-08-16,4,2025-08-16,0.0
193,Daniel Cormier,1568.45,1737.02,2018-11-03,15,2020-08-15,-168.57
194,Sam Patterson,1568.07,1568.07,2025-09-06,5,2025-09-06,0.0
195,Iasmin Lucindo,1567.97,1567.97,2025-08-09,7,2025-08-09,0.0
196,Marcus McGhee,1566.87,1583.98,2024-11-16,5,2025-07-26,-17.1
197,Valter Walker,1566.74,1566.74,2025-10-25,5,2025-10-25,0.0
198,Alexandr Romanov,1566.72,1592.26,2022-04-30,10,2024-11-02,-25.55
199,TJ Dillashaw,1566.35,1693.76,2018-08-04,18,2022-10-22,-127.41
200,Marlon Vera,1566.34,1662.24,2022-08-13,26,2026-02-28,-95.9
201,Vitor Petrino,1566.18,1578.6,2024-03-02,8,2025-10-11,-12.43
202,Daniel Santos,1565.51,1565.51,2025-10-04,5,2025-10-04,0.0
203,Michel Pereira,1565.43,1636.11,2024-05-04,15,2026-02-21,-70.68
204,Rafael Dos Anjos,1565.32,1709.11,2015-12-19,36,2024-10-26,-143.78
205,Nursulton Ruziboev,1565.26,1565.26,2025-05-17,5,2025-05-17,0.0
206,Julianna Pena,1565.05,1596.38,2021-12-11,12,2025-06-07,-31.33
207,Drew Dober,1564.73,1613.94,2022-12-17,27,2026-03-07,-49.21
208,Jacobe Smith,1563.53,1563.53,2026-02-21,3,2026-02-21,0.0
209,Jalin Turner,1563.23,1592.85,2022-07-02,14,2025-12-06,-29.62
210,Punahele Soriano,1562.81,1562.81,2026-02-21,11,2026-02-21,0.0
211,Alonzo Menifield,1562.23,1603.43,2023-12-16,17,2025-11-22,-41.21
212,Michal Oleksiejczuk,1562.0,1562.0,2026-02-07,18,2026-02-07,0.0
213,Rob Font,1561.87,1632.99,2021-05-22,21,2026-03-07,-71.12
214,Rafael Estevam,1561.7,1561.7,2025-08-02,3,2025-08-02,0.0
215,Brandon Royval,1561.66,1606.64,2024-10-12,12,2025-12-13,-44.99
216,Mick Parkin,1561.57,1579.61,2024-07-27,5,2025-03-22,-18.04
217,Nazim Sadykhov,1561.24,1582.79,2025-06-21,6,2025-12-06,-21.55
218,Allan Nascimento,1560.64,1560.64,2025-11-01,5,2025-11-01,0.0
219,Tagir Ulanbekov,1560.6,1592.05,2025-06-21,8,2025-11-22,-31.45
220,Darren Elkins,1560.02,1659.9,2018-01-14,30,2025-04-12,-99.87
221,Stephen Thompson,1559.88,1657.34,2016-06-18,22,2025-07-12,-97.46
222,Wang Cong,1559.83,1559.83,2026-02-07,5,2026-02-07,0.0
223,Brunno Ferreira,1559.6,1579.23,2025-12-06,9,2026-03-07,-19.63
224,Katlyn Cerminara,1559.14,1626.48,2022-05-14,17,2024-03-09,-67.33
225,Geoff Neal,1558.99,1626.1,2022-08-06,14,2026-02-21,-67.1
226,Andre Lima,1558.87,1558.87,2025-03-15,4,2025-03-15,0.0
227,Ketlen Vieira,1558.55,1579.37,2023-07-22,14,2025-11-01,-20.82
228,Karine Silva,1558.15,1584.86,2024-04-27,7,2025-12-06,-26.72
229,Marcos Rogerio de Lima,1558.03,1577.41,2023-04-29,18,2024-02-17,-19.38
230,Mike Davis,1558.02,1558.51,2024-03-16,7,2025-07-12,-0.49
231,SuYoung You,1557.8,1557.8,2025-08-23,3,2025-08-23,0.0
232,Tom Nolan,1557.79,1557.79,2025-09-27,5,2025-09-27,0.0
233,Mansur Abdul-Malik,1557.65,1557.65,2025-12-06,4,2025-12-06,0.0
234,Nikita Krylov,1557.64,1598.62,2023-03-11,21,2026-01-24,-40.97
235,Kevin Holland,1557.49,1618.29,2023-07-29,28,2025-10-18,-60.8
236,Kai Kara-France,1557.43,1590.84,2022-03-26,13,2025-06-28,-33.41
237,Irene Aldana,1557.29,1584.39,2023-12-16,14,2024-09-14,-27.1
238,Navajo Stirling,1557.27,1557.27,2025-09-27,3,2025-09-27,0.0
239,Jamahal Hill,1556.9,1628.83,2023-01-21,11,2025-06-21,-71.94
240,Diego Ferreira,1556.9,1634.62,2020-01-18,17,2025-09-13,-77.72
241,Nurullo Aliev,1556.82,1556.82,2025-11-22,3,2025-11-22,0.0
242,Charles Jourdain,1556.74,1556.74,2025-10-18,16,2025-10-18,0.0
243,Jeremiah Wells,1556.21,1590.22,2023-04-22,7,2025-11-01,-34.0
244,Karol Rosa,1556.21,1572.72,2021-10-02,12,2025-08-02,-16.51
245,Carla Esparza,1555.5,1631.08,2022-05-07,16,2024-10-05,-75.58
246,Julian Erosa,1555.24,1576.81,2025-04-12,17,2025-05-17,-21.57
247,Robbie Lawler,1555.0,1680.62,2016-01-02,25,2023-07-08,-125.62
248,Rafael Fiziev,1554.96,1623.51,2022-07-09,12,2026-01-31,-68.55
249,Jorge Masvidal,1554.91,1647.71,2019-11-02,22,2023-04-08,-92.8
250,Cody Garbrandt,1553.76,1632.05,2016-12-30,17,2026-03-07,-78.29
251,Demian Maia,1553.66,1717.68,2017-05-13,33,2021-06-12,-164.01
252,Rinya Nakamura,1553.51,1557.95,2024-02-17,5,2025-08-02,-4.44
253,Chris Curtis,1552.69,1575.85,2022-12-10,11,2025-07-12,-23.16
254,Jacob Malkoun,1552.56,1552.56,2026-01-31,8,2026-01-31,0.0
255,Henry Cejudo,1552.23,1693.98,2020-05-09,16,2025-12-06,-141.75
256,Yana Santos,1552.23,1552.23,2025-10-04,12,2025-10-04,0.0
257,Esteban Ribovics,1551.8,1551.8,2025-08-02,6,2025-08-02,0.0
258,Zak Cummings,1551.71,1596.46,2019-05-18,14,2023-04-15,-44.76
259,Kyler Phillips,1551.34,1594.42,2024-03-09,9,2025-07-19,-43.08
260,Jordan Leavitt,1551.32,1551.32,2026-02-21,9,2026-02-21,0.0
261,MarQuel Mederos,1550.95,1550.95,2025-06-07,3,2025-06-07,0.0
262,Fatima Kline,1550.72,1550.72,2025-11-15,4,2025-11-15,0.0
263,Jared Gordon,1550.65,1576.41,2025-05-17,17,2025-09-13,-25.76
264,Alex Caceres,1550.3,1602.63,2023-06-03,30,2024-05-11,-52.33
265,Seokhyeon Ko,1550.09,1550.09,2025-11-01,2,2025-11-01,0.0
266,Shane Burgos,1549.73,1597.04,2019-11-02,11,2022-07-16,-47.31
267,Loma Lookboonmee,1549.3,1575.73,2025-04-05,10,2025-09-27,-26.43
268,Alexia Thainara,1548.92,1548.92,2025-09-27,2,2025-09-27,0.0
269,Adrian Yanez,1548.25,1598.3,2022-06-18,9,2024-12-14,-50.04
270,Gunnar Nelson,1548.18,1612.56,2017-03-18,16,2025-03-22,-64.38
271,Gregor Gillespie,1548.12,1623.31,2019-01-19,8,2021-05-08,-75.19
272,Jonathan Micallef,1547.82,1547.82,2026-01-31,2,2026-01-31,0.0
273,Santiago Ponzinibbio,1547.48,1656.92,2018-11-17,20,2025-05-03,-109.44
274,Muhammad Naimov,1547.25,1571.13,2025-06-21,7,2025-12-06,-23.89
275,Conor McGregor,1546.92,1673.45,2016-11-12,14,2021-07-10,-126.53
276,Cam Rowston,1546.82,1546.82,2026-01-31,2,2026-01-31,0.0
277,Jack Hermansson,1546.69,1620.44,2019-04-27,19,2025-11-22,-73.75
278,Mario Pinto,1546.31,1546.31,2025-10-11,2,2025-10-11,0.0
279,Josh Hokit,1545.74,1545.74,2026-01-24,2,2026-01-24,0.0
280,Oumar Sy,1545.69,1545.69,2025-09-06,4,2025-09-06,0.0
281,Nate Diaz,1545.68,1626.39,2016-03-05,27,2022-09-10,-80.71
282,Kaue Fernandes,1545.48,1545.48,2025-09-06,4,2025-09-06,0.0
283,Giga Chikadze,1545.47,1633.0,2021-08-28,12,2025-12-13,-87.53
284,Said Nurmagomedov,1545.2,1604.12,2022-12-17,11,2025-07-26,-58.92
285,Dooho Choi,1545.19,1569.88,2016-07-08,9,2024-12-07,-24.69
286,Demetrious Johnson,1545.03,1729.74,2017-10-07,18,2018-08-04,-184.71
287,Nate Maness,1544.89,1563.1,2021-09-18,7,2024-06-15,-18.21
288,Chan Sung Jung,1544.7,1594.96,2021-06-19,12,2023-08-26,-50.27
289,Abus Magomedov,1544.64,1565.71,2025-04-26,7,2025-10-04,-21.07
290,Jamey-Lyn Horth,1544.6,1544.6,2025-12-13,6,2025-12-13,0.0
291,Ramazan Temirov,1544.33,1544.65,2025-03-01,2,2025-03-01,-0.32
292,Sam Hughes,1544.28,1544.28,2025-09-06,11,2025-09-06,0.0
293,Tim Elliott,1544.13,1544.13,2025-08-16,21,2025-08-16,0.0
294,Daniil Donchenko,1544.08,1544.08,2026-02-07,2,2026-02-07,0.0
295,Lone'er Kavanagh,1544.08,1544.08,2026-02-28,4,2026-02-28,0.0
296,Elizeu Zaleski dos Santos,1544.04,1622.35,2019-03-09,18,2025-08-02,-78.31
297,Baisangur Susurkaev,1543.91,1543.91,2025-11-15,2,2025-11-15,0.0
298,Taylor Lapilus,1543.82,1548.49,2024-09-28,8,2024-09-28,-4.67
299,Ryan Spann,1543.6,1597.46,2022-11-12,15,2025-07-19,-53.86
300,Rani Yahya,1543.25,1616.33,2021-11-20,21,2024-04-27,-73.08
301,Modestas Bukauskas,1543.09,1569.43,2025-09-06,12,2026-01-24,-26.34
302,Carli Judice,1542.99,1542.99,2026-02-21,4,2026-02-21,0.0
303,Talita Alencar,1542.92,1542.92,2025-11-01,4,2025-11-01,0.0
304,Aleksandre Topuria,1542.9,1542.9,2025-11-22,2,2025-11-22,0.0
305,Victor Henry,1542.85,1553.79,2024-04-27,7,2025-04-05,-10.93
306,Jessica Andrade,1542.82,1648.41,2023-01-21,30,2025-08-16,-105.58
307,JJ Aldrich,1542.76,1567.05,2022-03-12,16,2025-03-01,-24.29
308,Zhang Mingyang,1542.63,1567.44,2025-04-26,4,2025-08-23,-24.82
309,Billy Elekana,1542.61,1542.61,2026-01-31,4,2026-01-31,0.0
310,Li Jingliang,1542.38,1612.74,2021-01-16,18,2024-08-17,-70.36
311,Alistair Overeem,1542.08,1635.04,2017-07-08,20,2021-02-06,-92.97
312,Jakub Wiklacz,1541.53,1541.53,2026-02-07,2,2026-02-07,0.0
313,Jaqueline Amorim,1541.33,1567.97,2025-04-26,6,2025-10-25,-26.64
314,Anthony Pettis,1540.67,1619.57,2014-12-06,20,2020-12-19,-78.9
315,Andre Petroski,1540.63,1596.35,2023-08-19,12,2025-09-27,-55.72
316,Amir Albazi,1540.44,1594.19,2023-06-03,7,2026-02-07,-53.75
317,Alex Perez,1540.31,1603.57,2020-06-06,14,2026-01-24,-63.26
318,Santiago Luna,1540.29,1540.29,2026-02-28,2,2026-02-28,0.0
319,Davey Grant,1540.24,1566.38,2025-07-26,15,2025-10-18,-26.14
320,Jimmy Crute,1540.24,1569.08,2020-10-17,12,2025-09-27,-28.84
321,Frankie Edgar,1540.24,1696.32,2017-05-13,30,2022-11-12,-156.08
322,Krzysztof Jotko,1540.16,1596.86,2016-11-19,17,2022-10-01,-56.7
323,Brady Hiestand,1540.01,1547.2,2024-06-15,4,2024-06-15,-7.19
324,Tyron Woodley,1539.91,1688.86,2018-09-08,16,2021-03-27,-148.95
325,Khaos Williams,1539.32,1593.77,2024-05-18,10,2025-06-07,-54.45
326,Casey O'Neill,1539.28,1574.67,2022-02-12,7,2024-08-17,-35.39
327,Philipe Lins,1539.11,1548.98,2024-03-09,6,2024-03-09,-9.88
328,Da'Mon Blackshear,1539.04,1560.19,2025-04-26,10,2025-07-26,-21.15
329,Piera Rodriguez,1538.93,1538.93,2025-08-02,6,2025-08-02,0.0
330,Mizuki,1538.85,1538.85,2025-10-25,4,2025-10-25,0.0
331,Tecia Pennington,1538.72,1593.96,2017-12-02,19,2025-11-08,-55.23
332,Alden Coria,1538.69,1538.69,2026-02-21,2,2026-02-21,0.0
333,Javid Basharat,1537.72,1562.24,2023-01-14,7,2026-02-07,-24.51
