rank,name,peak_elo,peak_date,current_elo,elo_vs_peak,fights,last_fight
1021,Falaniko Vitale,1532.19,2003-06-06,1500.09,-32.1,2,2003-11-21
1022,Zachary Reese,1532.11,2025-11-08,1514.23,-17.88,8,2026-02-21
1023,Takanori Gomi,1531.87,2014-04-26,1434.45,-97.43,13,2017-09-22
1024,Viktoriia Dudakova,1531.77,2023-10-21,1483.52,-48.25,4,2025-01-11
1025,Godofredo Pepey,1531.65,2016-09-24,1491.38,-40.27,11,2018-01-27
1026,Trevor Smith,1531.59,2016-08-06,1477.69,-53.91,12,2019-12-07
1027,Eric Spicely,1531.55,2017-01-28,1441.64,-89.91,7,2019-06-22
1028,Aleksandra Albu,1531.54,2017-07-29,1483.28,-48.26,4,2019-10-26
1029,Andre Fialho,1531.33,2022-05-07,1455.1,-76.23,7,2023-09-23
1030,Goran Reljic,1531.08,2008-05-24,1467.68,-63.4,4,2010-11-13
1031,Jafel Filho,1531.02,2025-10-11,1531.02,0.0,5,2025-10-11
1032,Maximo Blanco,1530.91,2015-07-12,1486.07,-44.84,9,2016-09-17
1033,Drew Fickett,1530.73,2005-10-03,1500.54,-30.19,7,2007-04-05
1034,Gan McGee,1530.66,2003-02-28,1500.08,-30.58,4,2003-09-26
1035,Mason Jones,1530.39,2025-09-06,1530.39,0.0,6,2025-09-06
1036,Liz Carmouche,1530.33,2019-02-23,1504.06,-26.27,10,2019-08-10
1037,Cung Le,1530.14,2012-11-10,1500.76,-29.39,4,2014-08-23
1038,Ryan Jimmo,1529.98,2014-04-16,1486.81,-43.17,7,2015-05-30
1039,Tamdan McCrory,1529.8,2015-12-19,1487.18,-42.61,9,2016-10-01
1040,Chance Rencountre,1529.41,2019-07-06,1501.46,-27.96,4,2019-11-02
1041,Megan Anderson,1529.41,2020-02-29,1508.14,-21.27,6,2021-03-06
1042,James Head,1529.39,2012-07-21,1482.37,-47.02,5,2013-08-28
1043,Yoshiyuki Yoshida,1529.18,2009-05-23,1482.84,-46.33,5,2010-05-08
1044,Trey Ogden,1529.18,2024-07-20,1509.27,-19.91,7,2025-01-11
1045,Paul Varelans,1529.03,1996-02-16,1500.0,-29.03,8,1996-12-07
1046,Dave Beneteau,1528.88,1995-04-07,1500.02,-28.86,6,1997-10-17
1047,Ricky Glenn,1528.8,2018-07-14,1462.28,-66.52,11,2024-08-17
1048,Dwight Grant,1528.78,2019-04-13,1460.96,-67.83,8,2022-07-16
1049,Brad Pickett,1528.58,2014-03-08,1436.61,-91.96,14,2017-03-18
1050,Darrick Minner,1528.42,2021-02-20,1470.16,-58.26,6,2022-11-05
1051,Kyle Nelson,1528.4,2025-10-18,1528.4,0.0,11,2025-10-18
1052,Luigi Fioravanti,1528.31,2006-12-13,1494.04,-34.27,9,2009-02-07
1053,Gian Villante,1528.29,2016-12-09,1428.94,-99.35,18,2021-11-06
1054,Tallison Teixeira,1528.27,2026-01-31,1528.27,0.0,3,2026-01-31
1055,Diego Nunes,1528.21,2012-10-05,1500.6,-27.61,6,2013-01-19
1056,Stephanie Egger,1528.14,2022-02-19,1481.24,-46.91,7,2023-12-09
1057,Jack Marshman,1528.13,2016-11-19,1464.38,-63.74,8,2020-10-31
1058,Piotr Hallmann,1527.91,2014-06-07,1469.29,-58.62,6,2015-11-07
1059,Gabe Green,1527.89,2022-04-30,1511.88,-16.01,6,2025-05-17
1060,Chelsea Chandler,1527.84,2024-03-16,1482.04,-45.8,5,2025-04-26
1061,Joseph Morales,1527.81,2025-11-08,1527.81,0.0,5,2025-11-08
1062,Nikolas Motta,1527.8,2024-11-23,1507.88,-19.92,7,2025-06-21
1063,Ismael Bonfim,1527.79,2024-05-04,1487.48,-40.31,5,2025-11-08
1064,Josh Neer,1527.78,2012-01-20,1462.06,-65.72,15,2013-02-23
1065,Sam Sicilia,1527.76,2015-07-15,1461.57,-66.2,12,2017-02-19
1066,Leandro Silva,1527.72,2015-11-21,1491.75,-35.97,8,2016-09-03
1067,Elvis Sinosic,1527.68,2001-02-23,1421.94,-105.73,7,2007-04-21
1068,Andreas Gustafsson,1527.52,2025-06-07,1511.2,-16.32,2,2025-09-06
1069,Roan Carneiro,1527.45,2007-12-29,1500.51,-26.94,9,2017-02-11
1070,Sergey Khandozhko,1527.37,2022-04-23,1514.37,-13.0,3,2022-04-23
1071,Mounir Lazzez,1527.27,2022-04-16,1501.16,-26.11,4,2023-01-21
1072,Maiquel Falcao,1527.23,2010-11-20,1501.12,-26.11,1,2010-11-20
1073,Wanderlei Silva,1527.2,2013-03-02,1501.86,-25.34,12,2013-03-02
1074,Brian Melancon,1527.2,2013-07-06,1500.27,-26.94,2,2013-08-28
1075,Yousri Belgaroui,1527.15,2025-10-18,1527.15,0.0,1,2025-10-18
1076,Hector Sandoval,1527.04,2017-04-22,1500.3,-26.74,4,2017-08-05
1077,Jutaro Nakao,1526.77,2001-09-28,1500.03,-26.74,2,2002-03-22
1078,Mike Grundy,1526.69,2019-03-16,1463.21,-63.47,4,2022-03-19
1079,Sanae Kikuta,1526.69,2000-04-14,1500.1,-26.58,1,2000-04-14
1080,Bart Palaszewski,1526.67,2011-10-29,1462.38,-64.3,4,2013-04-13
1081,Dennis Hallman,1526.63,2000-12-16,1500.88,-25.75,9,2011-12-10
1082,Isaac Dulgarian,1526.62,2024-09-07,1502.14,-24.48,4,2025-11-01
1083,Marc-Andre Barriault,1526.61,2023-06-10,1454.94,-71.67,17,2026-02-07
1084,SeungWoo Choi,1526.57,2021-06-19,1450.34,-76.23,11,2025-03-15
1085,Felicia Spencer,1526.55,2020-02-29,1510.14,-16.41,6,2021-11-13
1086,DaMarques Johnson,1526.55,2010-04-10,1462.67,-63.88,10,2012-09-29
1087,Remco Pardoel,1526.53,1994-03-11,1500.03,-26.5,5,1995-09-08
1088,Ketlen Souza,1526.47,2024-09-14,1508.75,-17.72,6,2026-02-07
1089,Khalid Murtazaliev,1526.45,2018-09-15,1506.22,-20.24,1,2018-09-15
1090,Jake Hecht,1526.41,2011-12-10,1482.38,-44.03,3,2012-06-08
1091,Takashi Sato,1526.37,2020-06-27,1448.94,-77.44,7,2023-05-20
1092,Reza Madadi,1526.29,2013-04-06,1488.43,-37.87,7,2017-05-28
1093,Rizvan Kuniev,1526.05,2026-02-07,1526.05,0.0,2,2026-02-07
1094,Kalib Starnes,1526.02,2007-05-26,1483.82,-42.2,5,2008-04-19
1095,Antonina Shevchenko,1525.98,2020-11-21,1500.17,-25.81,8,2022-07-09
1096,Emily Whitmire,1525.93,2019-02-17,1449.31,-76.62,6,2021-09-18
1097,Shane Roller,1525.89,2011-03-03,1466.33,-59.55,6,2012-10-05
1098,Pete Spratt,1525.88,2003-04-25,1472.88,-53.0,7,2007-06-12
1099,Joe Charles,1525.88,1995-12-16,1499.73,-26.15,4,1997-12-21
1100,Peter Sobotta,1525.8,2017-05-28,1490.6,-35.2,10,2020-07-25
1101,Kyle Daukaus,1525.76,2025-11-15,1525.76,0.0,9,2025-11-15
1102,Jason Day,1525.74,2008-04-19,1485.7,-40.04,3,2009-03-07
1103,Luke Sanders,1525.72,2016-01-17,1466.22,-59.49,8,2021-05-01
1104,Eric Schafer,1525.68,2009-01-17,1449.92,-75.76,9,2012-01-20
1105,Mike van Arsdale,1525.67,2005-04-16,1488.29,-37.37,4,2006-02-04
1106,Cezary Oleksiejczuk,1525.6,2025-12-13,1525.6,0.0,1,2025-12-13
1107,Jonathan Brookins,1525.48,2012-02-15,1484.77,-40.71,5,2012-12-15
1108,Michelle Montague,1525.37,2025-09-27,1525.37,0.0,1,2025-09-27
1109,Gilbert Melendez,1525.37,2013-10-19,1446.86,-78.51,7,2019-07-06
1110,Irina Alekseeva,1525.36,2023-04-29,1459.62,-65.74,4,2025-10-11
1111,Stanislav Nedkov,1525.27,2011-08-27,1474.95,-50.32,4,2015-01-24
1112,Marcus Aurelio,1525.26,2008-04-02,1471.56,-53.7,6,2009-08-29
1113,Trevin Jones,1525.25,2021-03-06,1449.31,-75.94,6,2023-03-04
1114,Michinori Tanaka,1525.24,2014-06-14,1484.81,-40.43,5,2017-02-04
1115,Semmy Schilt,1525.22,2001-05-04,1500.0,-25.22,2,2001-06-29
1116,Leandro Issa,1525.21,2014-12-20,1486.22,-38.99,5,2016-09-03
1117,Mark Schultz,1525.19,1996-05-17,1500.04,-25.15,1,1996-05-17
1118,Timothy Johnson,1525.18,2016-04-10,1504.77,-20.41,7,2018-02-03
1119,Junior Albini,1525.17,2017-07-22,1445.68,-79.49,5,2019-06-29
1120,Rodolfo Bellato,1525.16,2026-03-07,1525.16,0.0,5,2026-03-07
1121,Antonio Carvalho,1525.14,2012-11-17,1500.46,-24.67,4,2013-03-16
1122,Javier Reyes,1525.13,2026-02-28,1525.13,0.0,1,2026-02-28
1123,Brianna Fortino,1525.13,2019-07-13,1500.59,-24.53,2,2020-06-20
1124,Lee Murray,1525.11,2004-01-31,1500.23,-24.88,1,2004-01-31
1125,Fernando Padilla,1525.06,2023-04-29,1506.19,-18.87,4,2024-12-14
1126,Ikuhisa Minowa,1525.04,2000-04-14,1500.1,-24.94,1,2000-04-14
1127,Humberto Bandenay,1525.02,2017-08-05,1458.94,-66.09,4,2019-08-10
1128,Niklas Backstrom,1525.01,2014-05-31,1479.53,-45.48,3,2015-06-20
1129,Akihiro Gono,1524.99,2007-11-17,1491.85,-33.14,3,2009-01-31
1130,Zak Ottow,1524.98,2018-03-03,1500.16,-24.82,8,2019-03-09
1131,Will Brooks,1524.96,2016-07-08,1470.22,-54.73,4,2017-11-18
1132,Brian Foster,1524.9,2010-11-20,1501.02,-23.88,5,2010-11-20
1133,Tim Hague,1524.87,2009-05-23,1447.34,-77.53,5,2011-01-22
1134,Gary Goodridge,1524.85,1996-02-16,1500.04,-24.8,8,1999-03-05
1135,Luis Henrique,1524.85,2016-11-19,1459.66,-65.19,6,2018-09-22
1136,Serhiy Sidey,1524.84,2025-05-03,1524.84,0.0,3,2025-05-03
1137,Dustin Kimura,1524.8,2013-02-02,1475.07,-49.73,5,2014-12-13
1138,Che Mills,1524.76,2011-11-05,1501.67,-23.09,4,2013-02-16
1139,Luke Cummo,1524.73,2007-09-19,1477.41,-47.31,7,2008-08-09
1140,Justin Eilers,1524.73,2004-08-21,1463.92,-60.81,4,2006-02-04
1141,Andre Winner,1524.64,2010-03-31,1462.15,-62.49,6,2011-07-02
1142,Veronica Hardy,1524.58,2024-05-11,1517.27,-7.31,10,2025-10-04
1143,Mike Massenzio,1524.58,2008-09-17,1445.8,-78.78,7,2012-05-05
1144,Scott Ferrozzo,1524.48,1996-09-20,1500.04,-24.44,5,1997-02-07
1145,Mike Wilkinson,1524.48,2014-10-04,1500.26,-24.22,4,2016-02-27
1146,Damian Stasiak,1524.44,2016-10-08,1464.18,-60.26,6,2018-07-22
1147,Sergey Morozov,1524.39,2022-12-17,1514.81,-9.58,5,2022-12-17
1148,Masanori Kanehara,1524.38,2014-09-20,1487.35,-37.03,3,2016-01-02
1149,Jonathan Goulet,1524.27,2008-04-19,1489.79,-34.49,9,2010-05-08
1150,Shane Young,1524.27,2019-02-09,1436.74,-87.53,7,2023-09-09
1151,Kron Gracie,1524.24,2019-02-17,1465.72,-58.52,4,2024-12-07
1152,Lucas Almeida,1524.22,2022-06-04,1460.63,-63.59,6,2025-10-11
1153,Yuta Sasaki,1524.18,2014-08-23,1490.75,-33.44,9,2018-11-17
1154,Drew McFedries,1524.14,2007-06-12,1479.17,-44.97,9,2009-09-19
1155,Genki Sudo,1524.13,2004-04-02,1500.23,-23.9,3,2004-04-02
1156,Melissa Croden,1524.0,2025-10-18,1504.98,-19.03,2,2025-12-13
1157,Lucie Pudilova,1523.95,2018-02-18,1416.57,-107.38,11,2024-07-20
1158,Justin McCully,1523.94,2007-04-05,1497.64,-26.3,4,2009-08-29
1159,Lauren Mueller,1523.94,2018-04-14,1461.73,-62.2,4,2019-10-12
1160,Renato Verissimo,1523.83,2004-01-31,1485.35,-38.47,3,2004-10-22
1161,Katsunori Kikuno,1523.82,2014-09-20,1483.07,-40.75,5,2015-09-26
1162,Tony Fryklund,1523.77,2002-06-22,1493.4,-30.37,4,2004-10-22
1163,Victor Altamirano,1523.76,2023-03-25,1456.99,-66.77,6,2024-09-28
1164,Daria Zhelezniakova,1523.72,2024-03-23,1523.26,-0.46,3,2025-06-21
1165,Bibulatov Magomed,1523.71,2017-04-08,1482.01,-41.71,3,2019-02-02
1166,Alexander Yakovlev,1523.69,2016-01-30,1469.81,-53.88,9,2020-10-24
1167,Kamuela Kirk,1523.64,2021-06-05,1477.67,-45.97,3,2023-07-08
1168,Jonny Parsons,1523.61,2023-07-22,1516.37,-7.24,1,2023-07-22
1169,Cody Brundage,1523.55,2022-07-09,1437.39,-86.16,15,2026-03-07
1170,Bruno Lopes,1523.54,2025-01-11,1502.91,-20.63,2,2025-05-31
1171,Mikey Burnett,1523.53,1999-01-08,1500.07,-23.46,3,1999-01-08
1172,Maheshate,1523.45,2022-06-11,1451.39,-72.06,6,2025-08-23
1173,Andrei Semenov,1523.37,2002-01-11,1498.32,-25.06,2,2002-05-10
1174,Luke Riley,1523.29,2025-11-22,1523.29,0.0,1,2025-11-22
1175,Tom Duquesnoy,1523.28,2017-04-15,1504.37,-18.9,3,2018-03-17
1176,Islam Dulatov,1523.26,2025-07-19,1523.26,0.0,1,2025-07-19
1177,Joe Slick,1523.17,1999-11-19,1498.13,-25.04,2,2000-04-14
1178,Ethyn Ewing,1523.15,2025-11-15,1523.15,0.0,1,2025-11-15
1179,Robert Whiteford,1523.13,2015-07-18,1485.02,-38.11,5,2016-04-10
1180,Javier Vazquez,1523.06,2011-06-26,1501.08,-21.98,1,2011-06-26
1181,Shannon Gugerty,1523.04,2009-07-11,1481.51,-41.54,5,2010-03-21
1182,Dmitry Sosnovskiy,1523.03,2018-03-17,1504.84,-18.19,1,2018-03-17
1183,Sasha Palatnikov,1523.0,2020-11-21,1472.25,-50.75,3,2021-08-21
1184,Cody McKenzie,1523.0,2010-12-04,1478.07,-44.93,7,2013-12-14
1185,Yanal Ashmouz,1523.0,2023-03-18,1500.38,-22.62,4,2025-06-07
1186,Antonio Braga Neto,1523.0,2013-06-08,1482.63,-40.37,3,2017-12-09
1187,Shana Dobson,1523.0,2017-12-01,1459.12,-63.88,6,2021-02-20
1188,Marcelo Mello,1523.0,1999-05-07,1500.07,-22.93,1,1999-05-07
1189,Scott Bessac,1523.0,1995-09-08,1498.06,-24.94,2,1995-12-16
1190,Steve Cantwell,1523.0,2008-12-10,1417.55,-105.45,6,2012-02-25
1191,Rory Markham,1523.0,2008-07-19,1481.69,-41.31,3,2010-03-27
1192,Spike Carlyle,1523.0,2020-02-29,1479.4,-43.6,3,2020-11-28
1193,Martin Bravo,1523.0,2016-11-05,1453.99,-69.01,4,2019-09-21
1194,Cesar Marscucci,1523.0,1998-10-16,1500.06,-22.94,1,1998-10-16
1195,Yuki Kondo,1523.0,2000-09-22,1480.9,-42.1,3,2001-06-29
1196,Nathan Fletcher,1523.0,2024-09-07,1480.91,-42.09,3,2025-08-02
1197,Rafael Carino,1523.0,1996-05-17,1500.04,-22.96,1,1996-05-17
1198,Mike Nickels,1523.0,2006-06-24,1498.52,-24.48,2,2007-07-07
1199,Onassis Parungao,1523.0,1995-09-08,1500.03,-22.97,1,1995-09-08
1200,Paul Taylor,1523.0,2007-04-21,1488.74,-34.26,9,2011-02-05
1201,Lance Gibson,1523.0,2000-03-10,1500.01,-22.99,2,2000-12-16
1202,John Albert,1523.0,2011-12-03,1434.61,-88.39,5,2013-07-27
1203,Ryan Loder,1523.0,2024-08-24,1477.96,-45.04,3,2025-11-22
1204,Anshul Jubli,1523.0,2023-02-04,1468.67,-54.33,3,2025-02-08
1205,Juliana Miller,1523.0,2022-08-06,1471.92,-51.08,5,2026-02-21
1206,Brando Pericic,1523.0,2025-09-27,1523.0,0.0,1,2025-09-27
1207,Junie Browning,1523.0,2008-12-13,1500.04,-22.96,2,2009-04-01
1208,Nick Pace,1523.0,2010-12-04,1481.55,-41.45,3,2011-11-19
1209,Tom Murphy,1523.0,2006-03-04,1500.33,-22.67,1,2006-03-04
1210,Justin Martin,1523.0,1997-02-07,1500.04,-22.96,1,1997-02-07
1211,Johnny Rhodes,1523.0,1994-03-11,1500.02,-22.98,3,1994-03-11
1212,Sione Latu,1523.0,1999-03-05,1500.07,-22.93,1,1999-03-05
1213,Bob Cook,1523.0,2000-03-10,1500.09,-22.91,1,2000-03-10
1214,Nick Catone,1523.0,2009-02-07,1497.04,-25.96,8,2014-02-01
1215,War Machine,1523.0,2007-12-08,1497.98,-25.02,2,2008-05-24
1216,Rolando Delgado,1523.0,2008-12-13,1476.37,-46.63,3,2009-11-14
1217,Justin Lawrence,1523.0,2012-06-01,1474.76,-48.24,3,2013-04-13
1218,Aliaskhab Khizriev,1523.0,2022-03-26,1514.84,-8.16,2,2024-02-03
1219,Scott Morris,1523.0,1994-03-11,1500.0,-23.0,2,1994-03-11
1220,Dave Herman,1523.0,2011-06-11,1446.52,-76.48,5,2013-07-06
1221,Marcos Vinicius,1523.0,2012-06-23,1476.99,-46.01,3,2013-09-04
1222,Alvaro Herrera Mendoza,1523.0,2015-11-21,1449.67,-73.33,4,2018-07-28
1223,Alex Karalexis,1523.0,2005-04-09,1473.34,-49.66,3,2006-01-16
1224,Paul Jones,1523.0,1999-07-16,1497.42,-25.58,2,1999-09-24
1225,Ron Waterman,1523.0,1999-05-07,1500.08,-22.92,4,2000-04-14
1226,Tulio Palhares,1523.0,1998-10-16,1500.06,-22.94,1,1998-10-16
1227,Mara Romero Borella,1523.0,2017-10-07,1435.17,-87.83,7,2020-09-19
1228,Christian Aguilera,1523.0,2020-06-13,1478.64,-44.36,3,2021-05-08
1229,Henry Briones,1523.0,2014-11-15,1445.22,-77.78,5,2018-05-19
1230,Yorgan De Castro,1523.0,2019-10-05,1455.27,-67.73,4,2021-04-10
1231,Branden Lee Hinkle,1523.0,2005-10-07,1477.16,-45.84,3,2006-06-28
1232,Robert McDaniel,1523.0,2013-04-13,1481.41,-41.59,3,2014-03-15
1233,Tor Troeng,1523.0,2013-04-06,1460.73,-62.27,4,2014-10-04
1234,Troy Mandaloniz,1523.0,2007-12-08,1500.02,-22.98,2,2009-02-21
1235,Shi Ming,1523.0,2024-11-23,1521.51,-1.49,1,2024-11-23
1236,Frank Hamaker,1523.0,1994-03-11,1500.02,-22.98,1,1994-03-11
1237,Anthony Torres,1523.0,2006-08-17,1499.72,-23.28,2,2007-09-08
1238,Josh Sampo,1523.0,2013-11-30,1459.01,-63.99,4,2015-05-23
1239,Polyana Viana,1523.0,2018-02-03,1449.63,-73.37,11,2025-04-26
1240,Mackens Semerzier,1523.0,2011-03-26,1500.0,-23.0,3,2012-03-02
1241,Simeon Thoresen,1523.0,2012-04-14,1478.96,-44.04,3,2013-01-26
1242,Jimmy Flick,1523.0,2020-12-19,1451.85,-71.15,6,2025-04-26
1243,Tony Sims,1523.0,2015-06-27,1480.7,-42.3,3,2016-01-02
1244,Dalcha Lungiambula,1523.0,2019-06-29,1432.55,-90.45,7,2022-12-10
1245,Thiago Perpetuo,1523.0,2012-06-23,1471.27,-51.73,3,2014-03-23
1246,Kay Hansen,1523.0,2020-06-27,1460.69,-62.31,4,2022-04-09
1247,Walel Watson,1523.0,2011-10-01,1455.23,-67.77,4,2012-09-22
1248,Roberto Traven,1523.0,1996-09-20,1485.37,-37.63,2,2001-11-02
1249,DongHun Choi,1523.0,2024-11-23,1521.51,-1.49,1,2024-11-23
1250,Ricardo Abreu,1523.0,2014-05-31,1500.05,-22.95,2,2015-06-06
1251,Rachael Ostovich,1523.0,2017-12-01,1451.73,-71.27,4,2020-11-28
1252,Kazushi Sakuraba,1523.0,1997-12-21,1500.05,-22.95,2,1997-12-21
1253,Enson Inoue,1523.0,1997-05-30,1500.05,-22.95,1,1997-05-30
1254,Charles Byrd,1523.0,2018-03-17,1451.4,-71.6,4,2020-06-06
1255,Ben Alloway,1523.0,2012-12-14,1476.15,-46.85,3,2013-08-28
1256,Scott Adams,1523.0,2000-03-10,1500.09,-22.91,1,2000-03-10
1257,Aisling Daly,1523.0,2014-12-12,1502.46,-20.54,3,2015-10-24
1258,Nate Loughran,1523.0,2008-07-19,1500.0,-23.0,2,2008-12-10
1259,Keiichiro Nakamura,1523.0,2026-01-31,1523.0,0.0,1,2026-01-31
1260,Sean McCorkle,1523.0,2010-09-25,1476.62,-46.38,3,2011-03-26
1261,Marcus Bossett,1523.0,1994-12-16,1477.94,-45.06,3,1996-12-07
1262,Mike Ciesnolevicz,1523.0,2009-02-21,1498.32,-24.68,2,2009-06-20
1263,Anying Wang,1523.0,2014-03-01,1497.98,-25.02,2,2014-08-23
1264,Jon Hess,1523.0,1995-04-07,1500.03,-22.97,1,1995-04-07
1265,James Wilks,1523.0,2009-06-20,1499.66,-23.34,4,2010-10-16
1266,Glaico Franca Moreira,1523.0,2015-08-01,1483.43,-39.57,3,2016-09-24
1267,Jonathan Wiezorek,1523.0,2004-04-02,1500.21,-22.79,1,2004-04-02
1268,Eddie Gordon,1523.0,2014-07-06,1457.97,-65.03,4,2015-06-27
1269,Roman Mitichyan,1523.0,2007-12-08,1500.0,-23.0,2,2008-04-02
1270,Rob Broughton,1523.0,2010-10-16,1481.1,-41.9,3,2011-11-05
1271,Jesse Lennox,1523.0,2009-08-08,1477.62,-45.38,3,2010-06-12
1272,John Lewis,1523.0,1999-09-24,1500.0,-23.0,2,2000-11-17
1273,John Cholish,1523.0,2011-12-10,1487.19,-35.81,3,2013-05-18
1274,Damian Pinas,1523.0,2026-02-28,1523.0,0.0,1,2026-02-28
1275,James McSweeney,1523.0,2009-12-05,1475.15,-47.85,3,2010-10-16
1276,Matt Arroyo,1523.0,2007-12-08,1479.12,-43.88,3,2009-01-31
1277,Lina Lansberg,1522.95,2019-09-28,1449.51,-73.44,11,2023-02-18
1278,Jose Torres,1522.93,2018-06-01,1500.34,-22.59,2,2018-08-04
1279,Manvel Gamburyan,1522.92,2008-04-02,1481.03,-41.89,15,2016-11-19
1280,Issei Tamura,1522.89,2012-02-25,1477.26,-45.62,3,2013-03-16
1281,Tom Niinimaki,1522.87,2013-11-30,1452.63,-70.24,4,2014-12-20
1282,Bec Rawlings,1522.83,2016-03-19,1445.45,-77.39,7,2018-04-07
1283,Shinsho Anzai,1522.83,2017-09-22,1500.76,-22.08,4,2018-06-23
1284,Jonathan Wilson,1522.82,2015-08-08,1454.54,-68.28,4,2017-10-21
1285,Johnny Eduardo,1522.7,2016-11-19,1458.33,-64.37,8,2021-10-02
1286,Bojan Velickovic,1522.68,2017-05-28,1484.53,-38.15,6,2017-11-18
1287,Cole Smith,1522.66,2019-05-04,1481.77,-40.88,3,2020-09-05
1288,Matt Veach,1522.66,2009-02-07,1483.8,-38.86,3,2010-04-10
1289,Jason Von Flue,1522.65,2006-01-16,1475.18,-47.46,3,2006-08-17
1290,Mark Weir,1522.59,2002-07-13,1476.58,-46.01,3,2003-04-25
1291,Sheymon Moraes,1522.44,2018-11-03,1483.35,-39.09,5,2019-07-13
1292,Lance Benoist,1522.38,2011-09-17,1500.08,-22.3,4,2014-06-07
1293,Emil Meek,1522.29,2016-12-10,1473.37,-48.92,4,2020-02-22
1294,Philip De Fries,1522.29,2011-11-05,1477.02,-45.26,5,2013-04-06
1295,Abu Azaitar,1522.29,2018-07-22,1464.98,-57.31,3,2023-10-21
1296,Isaac Vallie-Flagg,1522.27,2013-02-02,1467.0,-55.27,4,2014-11-22
1297,Yoshihiro Akiyama,1522.25,2009-07-11,1463.74,-58.51,7,2015-11-28
1298,Melissa Mullins,1522.24,2024-11-09,1500.67,-21.57,4,2025-06-21
1299,Stephanie Luciano,1522.24,2025-10-18,1522.24,0.0,3,2025-10-18
1300,Ashlee Evans-Smith,1522.2,2016-09-03,1435.36,-86.84,9,2023-07-15
1301,Pat Barry,1522.12,2009-10-24,1463.73,-58.39,12,2013-12-06
1302,Iwo Baraniewski,1522.11,2025-12-06,1522.11,0.0,1,2025-12-06
1303,Loik Radzhabov,1522.09,2024-03-02,1498.72,-23.37,4,2024-07-20
1304,Carmelo Marrero,1522.06,2006-10-14,1461.41,-60.65,4,2009-04-01
1305,Pete Sell,1522.02,2005-02-05,1448.27,-73.76,7,2009-03-07
1306,Christian Wellisch,1522.01,2007-09-22,1479.45,-42.56,5,2009-01-31
1307,Patrick Walsh,1522.0,2014-07-06,1500.22,-21.78,2,2015-02-14
1308,Justin Salas,1522.0,2012-02-15,1471.19,-50.81,7,2016-03-05
1309,Miguel Torres,1522.0,2011-02-05,1500.12,-21.88,4,2012-04-21
1310,Benji Radach,1522.0,2002-06-22,1500.01,-21.99,3,2002-09-27
1311,Ian Loveland,1522.0,2010-12-04,1477.76,-44.24,3,2011-08-27
1312,Logan Clark,1522.0,2006-12-13,1500.38,-21.62,1,2006-12-13
1313,Mark Eddiva,1522.0,2014-03-01,1458.85,-63.15,4,2016-03-19
1314,Tafon Nchukwi,1522.0,2020-12-19,1449.42,-72.58,6,2023-08-12
1315,Yoshiki Takahashi,1522.0,1997-02-07,1500.04,-21.96,1,1997-02-07
1316,Richard Walsh,1522.0,2014-04-16,1458.86,-63.14,6,2016-11-26
1317,Colton Smith,1522.0,2012-12-15,1456.58,-65.42,4,2014-06-28
1318,Mark Hughes,1522.0,2000-11-17,1500.1,-21.9,1,2000-11-17
1319,Montserrat Conejo Ruiz,1522.0,2021-03-20,1436.8,-85.2,5,2025-11-01
1320,Shamar Bailey,1522.0,2011-06-04,1478.94,-43.06,3,2011-11-19
1321,Jessamyn Duke,1522.0,2013-11-30,1455.57,-66.43,4,2015-07-25
1322,Sarah Kaufman,1522.0,2014-04-16,1480.84,-41.16,4,2015-12-19
1323,Nah-Shon Burrell,1522.0,2013-02-23,1498.16,-23.84,2,2013-05-25
1324,Dave Strasser,1522.0,2003-04-25,1497.06,-24.94,2,2003-09-26
1325,Clifford Starks,1522.0,2011-10-29,1477.67,-44.33,3,2013-04-20
1326,Geraldo de Freitas,1522.0,2019-02-02,1480.85,-41.15,3,2020-11-14
1327,Nick Thompson,1522.0,2005-11-19,1500.04,-21.96,2,2006-04-15
1328,Heather Clark,1522.0,2014-12-12,1480.11,-41.89,3,2016-11-05
1329,Kai Kamaka,1522.0,2020-08-15,1473.22,-48.78,4,2021-07-31
1330,Ben Earwood,1522.0,2000-11-17,1500.1,-21.9,1,2000-11-17
1331,Tristan Connelly,1521.95,2019-09-14,1480.89,-41.07,3,2022-04-30
1332,Kazuki Tokudome,1521.94,2013-03-02,1461.32,-60.62,4,2014-09-20
1333,Tyson Nam,1521.89,2022-08-13,1478.86,-43.03,8,2023-07-15
1334,Neil Seery,1521.89,2015-01-24,1482.08,-39.81,7,2017-07-16
1335,Steve Bosse,1521.84,2016-06-18,1503.11,-18.73,3,2016-06-18
1336,Sam Adkins,1521.82,1996-07-12,1497.43,-24.39,4,1996-09-20
1337,Marcel Fortuna,1521.77,2017-02-04,1478.06,-43.71,3,2017-11-11
1338,Chris Kelades,1521.77,2014-10-04,1498.68,-23.08,4,2016-04-23
1339,Daichi Abe,1521.72,2017-09-22,1481.78,-39.94,3,2018-06-23
1340,Juliana Lima,1521.71,2015-05-30,1476.98,-44.73,7,2018-01-27
1341,Wesley Correira,1521.65,2003-11-21,1499.89,-21.76,4,2004-04-02
1342,Pascal Krauss,1521.6,2013-01-26,1498.86,-22.74,4,2013-08-31
1343,Austin Lingo,1521.6,2021-08-21,1473.25,-48.36,5,2023-07-15
1344,Carlos Leal,1521.55,2026-02-21,1521.55,0.0,4,2026-02-21
1345,Jorge Santiago,1521.53,2006-06-28,1432.5,-89.03,6,2013-02-16
