rank,name,peak_elo,peak_date,current_elo,elo_vs_peak,fights,last_fight
1671,Tai Bowden,1502.02,1996-12-07,1500.0,-2.02,2,1996-12-07
1672,Chris Brennan,1502.02,1998-03-13,1477.26,-24.76,3,2002-01-11
1673,Katsuhisa Fujii,1502.02,1999-11-19,1500.01,-2.02,2,1999-11-19
1674,Louis Gaudinot,1502.02,2012-05-05,1463.91,-38.11,5,2015-01-03
1675,Steven Graham,1502.02,1997-05-30,1500.0,-2.02,2,1997-05-30
1676,Albert Morales,1502.0,2017-03-04,1443.33,-58.68,6,2018-02-24
1677,Rafaello Oliveira,1501.85,2010-01-02,1438.95,-62.9,8,2014-02-22
1678,Gilbert Urbina,1501.79,2023-05-20,1460.57,-41.23,4,2025-08-09
1679,Bruno Santos,1501.75,2014-07-05,1481.54,-20.21,3,2014-10-04
1680,Rongzhu,1501.72,2025-08-23,1501.72,0.0,6,2025-08-23
1681,Matt Sayles,1501.63,2019-05-04,1460.42,-41.21,4,2021-12-18
1682,Renee Forte,1501.59,2013-02-16,1461.57,-40.02,4,2014-03-15
1683,Mike Guymon,1501.55,2010-05-08,1457.74,-43.81,4,2011-01-22
1684,Dan Bobish,1501.54,1997-07-27,1500.0,-1.54,2,1997-07-27
1685,Dale Hartt,1501.53,2008-12-10,1476.88,-24.65,3,2009-06-13
1686,Mickael Lebout,1501.53,2015-07-18,1484.52,-17.01,3,2015-10-24
1687,Felipe dos Santos,1501.5,2024-02-24,1462.25,-39.25,4,2025-03-22
1688,Per Eklund,1501.41,2008-10-18,1478.28,-23.12,3,2009-02-21
1689,Chase Sherman,1501.3,2017-07-22,1403.38,-97.92,15,2023-05-13
1690,Junior Assuncao,1501.29,2011-09-24,1484.21,-17.08,5,2011-12-30
1691,Yao Zhikui,1501.26,2015-05-16,1459.85,-41.42,4,2016-11-26
1692,Nate Mohr,1501.15,2007-06-12,1451.46,-49.69,4,2009-01-17
1693,Brendan O'Reilly,1501.14,2015-05-09,1458.24,-42.9,4,2016-12-03
1694,Chris Barnett,1501.07,2022-09-10,1459.11,-41.96,6,2025-10-25
1695,Sai Wang,1501.06,2014-08-23,1500.1,-0.96,2,2014-08-23
1696,Gina Mazany,1501.04,2017-11-25,1423.4,-77.65,8,2022-04-30
1697,Frank Camacho,1501.03,2017-11-18,1435.37,-65.65,8,2022-05-14
1698,Vik Grujic,1501.0,2014-06-28,1457.61,-43.39,4,2015-05-09
1699,Tereza Bleda,1500.99,2023-06-17,1479.73,-21.27,3,2025-12-13
1700,Richie Vaculik,1500.94,2014-06-28,1452.79,-48.15,4,2015-11-14
1701,George Roop,1500.87,2014-04-16,1462.54,-38.33,13,2015-09-26
1702,David Michaud,1500.81,2014-12-13,1478.06,-22.75,3,2015-04-25
1703,Chris Fishgold,1500.75,2019-02-23,1462.23,-38.51,4,2020-07-15
1704,Joe Doerksen,1500.74,2005-04-16,1433.95,-66.79,9,2010-12-11
1705,Matt Dwyer,1500.69,2015-02-22,1462.27,-38.42,4,2016-01-30
1706,Lucas Rocha,1500.63,2025-10-11,1500.63,0.0,2,2025-10-11
1707,Ozzy Diaz,1500.63,2025-03-08,1500.63,0.0,2,2025-03-08
1708,Todd Medina,1500.57,1995-04-07,1500.0,-0.56,2,1995-04-07
1709,Ernesta Kareckaite,1500.46,2025-01-11,1480.41,-20.05,3,2026-02-28
1710,Karlos Vemola,1500.44,2012-05-05,1458.17,-42.27,6,2013-06-08
1711,Lucas Alexander,1500.44,2023-03-25,1454.54,-45.9,4,2025-02-01
1712,Dustin Pague,1500.42,2012-06-08,1427.61,-72.81,6,2013-10-19
1713,Nyamjargal Tumendemberel,1500.41,2026-03-07,1500.41,0.0,2,2026-03-07
1714,Mark Godbeer,1500.39,2017-03-04,1477.35,-23.03,4,2018-03-17
1715,Henry Martinez,1500.37,2012-06-08,1479.1,-21.27,3,2012-12-08
1716,Brad Kohler,1500.35,1999-09-24,1500.0,-0.35,2,1999-09-24
1717,Orlando Wiet,1500.34,1994-03-11,1500.0,-0.34,2,1994-03-11
1718,Jinh Yu Frey,1500.28,2021-07-31,1425.84,-74.43,8,2023-10-21
1719,Ron Stallings,1500.19,2015-04-04,1480.19,-20.0,3,2015-09-05
1720,Jack Nilson,1500.18,1997-05-30,1500.0,-0.18,2,1997-05-30
1721,Cal Worsham,1500.18,1996-05-17,1479.84,-20.34,3,1996-12-07
1722,John Gunderson,1500.16,2010-06-19,1478.99,-21.17,3,2010-09-15
1723,Daniel Spitz,1500.13,2017-09-16,1454.44,-45.69,4,2019-10-18
1724,Anthony Birchak,1500.12,2016-07-07,1454.47,-45.65,6,2021-04-17
1725,Charles McCarthy,1500.1,2006-11-11,1482.4,-17.7,3,2008-04-19
1726,Steve Bruno,1500.03,2008-12-10,1479.88,-20.15,3,2009-02-07
1727,Robert Drysdale,1500.0,2014-07-06,1500.0,0.0,1,2014-07-06
1728,Austen Lane,1500.0,2023-06-24,1443.92,-56.08,6,2025-07-12
1729,Jesse Bongfeldt,1500.0,2010-12-11,1479.3,-20.7,2,2011-06-11
1730,Wagner Prado,1500.0,2012-08-04,1462.63,-37.37,3,2013-01-19
1731,Alfonso Alcarez,1500.0,1999-09-24,1500.0,0.0,1,1999-09-24
1732,Melinda Fabian,1500.0,2017-12-01,1480.84,-19.16,2,2018-06-23
1733,DeAnna Bennett,1500.0,2017-12-01,1500.0,0.0,1,2017-12-01
1734,CJ Fernandes,1500.0,2000-09-22,1500.0,0.0,1,2000-09-22
1735,Pedro Nobre,1500.0,2013-01-19,1500.0,0.0,1,2013-01-19
1736,Christian Colombo,1500.0,2016-09-03,1456.19,-43.81,3,2017-10-28
1737,Brok Weaver,1500.0,2020-02-15,1460.05,-39.95,3,2020-09-12
1738,Vernon White,1500.0,2003-06-06,1487.12,-12.88,2,2004-08-21
1739,Bobby Moffett,1500.0,2018-11-10,1467.71,-32.29,3,2019-08-10
1740,Bubba Bush,1500.0,2014-07-05,1475.06,-24.94,2,2015-10-24
1741,Kevin Croom,1500.0,2020-09-12,1447.46,-52.54,4,2022-04-16
1742,Ben Sosoli,1500.0,2019-10-18,1477.85,-22.15,2,2020-02-22
1743,Milton Vieira,1500.0,2012-06-23,1479.4,-20.6,2,2013-01-19
1744,Ron Faircloth,1500.0,2005-10-07,1500.0,0.0,1,2005-10-07
1745,Mark Robinson,1500.0,2001-02-23,1500.0,0.0,1,2001-02-23
1746,John Allan,1500.0,2019-07-13,1465.77,-34.23,3,2021-11-06
1747,Carlo Prater,1500.0,2012-01-14,1460.68,-39.32,3,2012-10-05
1748,Keith Berish,1500.0,2014-07-06,1480.0,-20.0,2,2016-12-09
1749,Pete Rodriguez,1500.0,2022-10-15,1476.4,-23.6,3,2024-02-03
1750,Alex Chambers,1500.0,2015-05-09,1442.69,-57.31,5,2018-09-22
1751,Seo Hee Ham,1499.98,2015-11-28,1459.4,-40.58,4,2016-11-26
1752,Denis Tiuliulin,1499.9,2022-09-10,1427.48,-72.42,6,2024-08-03
1753,Jamie Pickett,1499.88,2022-01-15,1400.7,-99.18,9,2024-03-02
1754,Colby Thicknesse,1499.78,2025-09-27,1499.78,0.0,2,2025-09-27
1755,Felipe Colares,1499.73,2021-05-01,1463.31,-36.41,6,2022-05-21
1756,Callan Potter,1499.7,2019-10-05,1479.68,-20.02,3,2020-02-22
1757,Robert Sanchez,1499.65,2018-02-18,1478.95,-20.7,3,2018-09-08
1758,Alex Da Silva,1499.63,2019-08-10,1467.67,-31.95,4,2022-06-04
1759,Keith Rockel,1499.59,2003-11-21,1499.59,0.0,2,2003-11-21
1760,Gauge Young,1499.37,2025-08-23,1499.37,0.0,2,2025-08-23
1761,Cristiano Marcello,1499.32,2012-10-13,1457.36,-41.96,4,2014-02-15
1762,Eric McConico,1499.31,2025-08-09,1478.39,-20.91,3,2025-11-15
1763,Claudio Ribeiro,1499.21,2023-05-06,1458.2,-41.01,4,2024-03-02
1764,Andreas Michailidis,1499.19,2021-05-01,1456.26,-42.93,4,2022-06-04
1765,Roger Narvaez,1499.18,2014-11-22,1480.03,-19.15,3,2015-03-14
1766,Jason Gonzalez,1499.17,2017-01-28,1461.81,-37.37,4,2019-04-27
1767,Josh Fremd,1499.13,2023-08-12,1462.47,-36.66,6,2024-07-13
1768,Joseph Holmes,1499.13,2022-05-21,1455.54,-43.59,4,2023-05-06
1769,Andy Ogle,1499.1,2013-02-16,1422.39,-76.71,6,2015-01-24
1770,Kimo Leopoldo,1498.99,2003-06-06,1477.19,-21.8,6,2004-06-19
1771,Jerrod Sanders,1498.97,2015-07-12,1477.98,-20.98,4,2016-07-07
1772,Elise Reed,1498.89,2022-03-19,1477.74,-21.16,9,2025-05-17
1773,Maki Pitolo,1498.8,2020-06-06,1419.78,-79.02,6,2021-12-04
1774,Gabriel Miranda,1498.76,2023-09-09,1454.61,-44.16,4,2025-03-29
1775,Aaron Rosa,1498.63,2011-11-12,1477.62,-21.01,3,2012-03-02
1776,Cyril Asker,1498.51,2017-11-25,1477.46,-21.05,5,2018-02-10
1777,Phil Harris,1498.49,2013-02-16,1459.1,-39.39,5,2014-07-19
1778,Brandon Davis,1498.35,2018-02-18,1425.95,-72.4,9,2022-10-15
1779,Gasan Umalatov,1498.23,2014-05-31,1462.41,-35.82,4,2015-11-07
1780,Jake Collier,1498.16,2022-01-15,1432.2,-65.96,14,2023-09-23
1781,Cody Pfister,1498.13,2015-07-11,1458.79,-39.33,4,2016-07-13
1782,Jai Herbert,1498.06,2024-08-03,1482.23,-15.82,9,2025-03-22
1783,Melissa Martinez,1498.04,2024-10-19,1475.85,-22.19,3,2025-07-12
1784,Mike Ricci,1498.0,2013-03-16,1484.15,-13.85,3,2013-09-21
1785,Chris Dempsey,1497.96,2015-04-18,1452.97,-44.99,4,2016-02-27
1786,Benardo Sopaj,1497.95,2025-01-18,1497.95,0.0,2,2025-01-18
1787,Ivana Petrovic,1497.93,2024-04-27,1458.29,-39.64,4,2025-05-03
1788,Daniel Barez,1497.78,2024-09-28,1478.43,-19.35,3,2025-03-15
1789,Steven Nguyen,1497.78,2025-07-26,1497.78,0.0,2,2025-07-26
1790,Matt Hobar,1497.75,2014-08-23,1477.22,-20.54,3,2014-12-06
1791,Joby Sanchez,1497.59,2015-01-18,1434.99,-62.6,5,2018-11-10
1792,Alice Ardelean,1497.59,2025-11-01,1497.59,0.0,4,2025-11-01
1793,Jared Vanderaa,1497.49,2021-05-22,1406.97,-90.52,7,2022-10-29
1794,William Macario,1497.47,2013-12-28,1457.09,-40.38,4,2015-02-22
1795,Raphael Pessoa,1497.44,2019-10-26,1476.66,-20.77,3,2020-07-25
1796,Nathan Coy,1497.36,2016-02-21,1479.85,-17.51,3,2017-04-15
1797,Orion Cosce,1497.34,2022-07-30,1472.55,-24.79,3,2023-05-20
1798,Amanda Cooper,1497.12,2016-11-19,1453.37,-43.74,6,2018-11-10
1799,Anton Kuivanen,1496.93,2012-07-21,1476.22,-20.71,3,2013-02-23
1800,Matheus Camilo,1496.81,2025-11-15,1496.81,0.0,2,2025-11-15
1801,Liana Jojua,1496.79,2020-07-15,1451.04,-45.75,4,2021-11-13
1802,Zac Pauga,1496.67,2023-02-18,1453.27,-43.4,4,2024-02-10
1803,Eddie Yagin,1496.58,2012-04-21,1496.58,0.0,2,2012-04-21
1804,Jesse Taylor,1496.52,2017-07-07,1496.52,0.0,2,2017-07-07
1805,Matt Grice,1496.13,2007-10-20,1443.78,-52.34,7,2013-02-23
1806,Alibi Idiris,1495.95,2026-02-21,1495.95,0.0,2,2026-02-21
1807,Andre Soukhamthath,1495.8,2018-10-27,1452.89,-42.92,7,2019-08-31
1808,Mallory Martin,1495.78,2020-08-29,1453.82,-41.96,4,2021-12-04
1809,Yohan Lainesse,1495.45,2022-09-10,1452.23,-43.22,4,2024-01-20
1810,Maria Oliveira,1495.22,2022-06-18,1454.02,-41.2,4,2023-06-10
1811,Marcin Prachnio,1494.67,2024-02-10,1450.79,-43.88,11,2025-07-19
1812,Marcus LeVesseur,1494.27,2012-10-05,1471.78,-22.49,3,2012-12-08
1813,Aaron Riley,1494.17,2010-05-29,1456.55,-37.63,9,2013-07-27
1814,Mike Brown,1494.14,2012-05-26,1476.6,-17.54,6,2013-08-17
1815,Keita Nakamura,1493.62,2017-09-22,1470.49,-23.13,11,2019-04-20
1816,Josh Parisian,1493.57,2021-06-19,1435.34,-58.23,7,2024-03-09
1817,David Zawada,1493.45,2019-11-09,1466.2,-27.25,5,2021-09-04
1818,Pawel Pawlak,1493.31,2015-04-11,1472.45,-20.86,3,2015-07-18
1819,Vinny Magalhaes,1492.19,2012-09-22,1457.16,-35.02,5,2013-08-03
1820,Jordan Griffin,1491.65,2020-02-29,1454.33,-37.32,5,2021-04-10
1821,Eric Shelton,1490.34,2018-11-10,1469.15,-21.18,6,2019-03-23
1822,Kai Asakura,1490.09,2024-12-07,1470.07,-20.01,2,2025-08-16
1823,Patchy Mix,1489.89,2025-06-07,1471.63,-18.26,2,2025-10-04
1824,Quang Le,1489.87,2025-05-03,1467.77,-22.11,4,2025-09-13
1825,Aaron Pico,1489.26,2025-08-16,1489.26,0.0,1,2025-08-16
1826,Kamal Shalorus,1488.2,2011-03-19,1448.97,-39.22,3,2012-05-15
1827,Nikolay Veretennikov,1488.08,2026-02-07,1488.08,0.0,5,2026-02-07
1828,Ashley Yoder,1487.98,2019-06-22,1419.88,-68.1,11,2023-10-14
1829,Craig White,1487.79,2018-05-27,1468.91,-18.88,2,2018-09-08
1830,Mizuto Hirota,1487.61,2016-12-17,1428.89,-58.72,7,2018-12-01
1831,Ron van Clief,1487.52,1994-12-16,1487.52,0.0,1,1994-12-16
1832,Nam Phan,1487.28,2012-08-04,1439.34,-47.94,8,2014-03-01
1833,Derrick Krantz,1487.24,2019-05-18,1469.42,-17.82,2,2019-08-31
1834,AJ Fletcher,1487.18,2023-02-18,1470.03,-17.15,4,2023-09-23
1835,Alexander Munoz,1487.17,2023-07-15,1487.17,0.0,3,2023-07-15
1836,Renzo Gracie,1487.17,2010-04-10,1487.17,0.0,1,2010-04-10
1837,Roman Bogatov,1486.53,2020-07-11,1486.53,0.0,1,2020-07-11
1838,Dennis Buzukja,1486.3,2024-03-30,1466.65,-19.65,4,2024-08-24
1839,Amar Suloev,1485.92,2002-01-11,1464.32,-21.6,2,2002-05-10
1840,Papy Abedi,1485.88,2011-11-05,1462.89,-22.99,4,2013-08-28
1841,Marcus Buchecha,1485.53,2025-07-26,1485.53,0.0,2,2025-12-13
1842,Westin Wilson,1485.23,2024-06-15,1459.8,-25.43,4,2025-08-23
1843,James Toney,1485.22,2010-08-28,1485.22,0.0,1,2010-08-28
1844,Saygid Izagakhmaev,1485.13,2025-11-22,1485.13,0.0,1,2025-11-22
1845,Rolando Bedoya,1485.07,2023-05-06,1428.43,-56.64,4,2025-09-27
1846,Journey Newson,1484.77,2022-05-07,1444.51,-40.25,6,2023-04-29
1847,Koji Oishi,1484.75,2000-04-14,1467.1,-17.66,2,2005-06-04
1848,Julian Sanchez,1484.72,1996-09-20,1484.72,0.0,1,1996-09-20
1849,John Alessio,1484.67,2000-06-09,1417.17,-67.5,5,2012-07-07
1850,Jared Gooden,1484.54,2021-07-31,1458.25,-26.29,7,2024-10-12
1851,Kevin Borjas,1484.54,2025-03-29,1442.94,-41.6,5,2026-02-28
1852,Lance Gibson Jr.,1484.46,2025-12-13,1484.46,0.0,1,2025-12-13
1853,Don Shainis,1484.41,2022-10-01,1465.6,-18.8,2,2023-02-11
1854,Elizabeth Phillips,1484.4,2015-07-25,1467.64,-16.76,4,2016-08-20
1855,Jorge Patino,1484.38,1999-01-08,1484.38,0.0,1,1999-01-08
1856,Robert Ruchala,1484.38,2025-09-06,1484.38,0.0,1,2025-09-06
1857,Leonardo Mafra,1484.28,2015-03-21,1464.5,-19.78,4,2015-07-18
1858,Chris Haseman,1484.25,2002-07-13,1484.25,0.0,1,2002-07-13
1859,Jeff Joslin,1484.23,2006-12-13,1484.23,0.0,1,2006-12-13
1860,Isaac Thomson,1484.2,2025-12-13,1484.2,0.0,1,2025-12-13
1861,Edgar Garcia,1484.15,2009-06-20,1419.36,-64.79,4,2016-01-02
1862,Stefan Sekulic,1484.14,2018-09-15,1466.68,-17.47,2,2021-04-24
1863,Sean Salmon,1484.01,2007-01-25,1460.96,-23.05,2,2007-05-26
1864,Azunna Anyanwu,1483.98,2017-09-16,1483.98,0.0,1,2017-09-16
1865,Saparbeg Safarov,1483.96,2019-03-16,1464.51,-19.44,4,2020-03-07
1866,Michael McBride,1483.94,2016-09-10,1464.83,-19.11,2,2017-04-22
1867,Zachary Scroggin,1483.93,2024-11-09,1483.93,0.0,1,2024-11-09
1868,Bobby Hoffman,1483.89,2000-09-22,1464.92,-18.97,3,2001-11-02
1869,David Mitchell,1483.84,2013-01-26,1451.92,-31.92,5,2013-10-09
1870,Devin Powell,1483.82,2018-07-28,1463.19,-20.64,4,2018-11-17
1871,Alberto Crane,1483.78,2007-08-25,1462.98,-20.8,2,2008-01-23
1872,Charlie Ontiveros,1483.71,2020-10-31,1439.69,-44.02,3,2022-08-13
1873,Jon Delos Reyes,1483.69,2015-05-16,1462.15,-21.53,4,2015-10-24
1874,Roger Hollett,1483.43,2012-09-22,1459.96,-23.47,2,2013-05-18
1875,Andre Pederneiras,1483.34,1999-07-16,1483.34,0.0,1,1999-07-16
1876,Cole Williams,1483.32,2019-08-03,1459.79,-23.53,2,2020-10-31
1877,Brock Jardine,1483.32,2012-06-22,1458.77,-24.56,2,2013-02-23
1878,Justin Levens,1483.31,2006-04-15,1461.78,-21.53,2,2006-06-28
1879,Landon Quinones,1483.28,2023-09-09,1464.56,-18.72,2,2024-02-03
1880,Kris Moutinho,1483.17,2021-07-10,1420.71,-62.46,4,2026-02-28
1881,Jamey Simmons,1483.15,2020-11-07,1459.87,-23.28,2,2021-08-07
1882,Chad Griggs,1483.11,2012-04-21,1462.75,-20.37,2,2012-11-17
1883,Kurt Holobaugh,1483.07,2013-04-27,1426.63,-56.44,9,2025-05-31
1884,Luan Lacerda,1483.06,2023-01-21,1480.84,-2.22,3,2025-10-11
1885,Shem Rock,1483.04,2025-11-22,1483.04,0.0,1,2025-11-22
1886,Yizha,1483.02,2025-08-23,1463.43,-19.59,4,2026-01-31
1887,Darrius Flowers,1482.93,2023-07-29,1439.78,-43.15,3,2024-07-13
1888,Nohelin Hernandez,1482.91,2019-07-06,1461.41,-21.49,2,2019-09-28
1889,Jason Dent,1482.91,2009-06-20,1466.67,-16.24,4,2009-11-21
1890,Reese Andy,1482.91,2008-07-19,1465.48,-17.43,2,2008-12-27
1891,AJ Dobson,1482.88,2023-08-12,1462.69,-20.19,4,2024-03-23
1892,Antonio Mendes,1482.84,2008-05-24,1461.76,-21.08,2,2009-01-17
1893,Gilbert Yvel,1482.8,2010-01-02,1445.91,-36.88,3,2010-10-23
1894,Talita Bernardo,1482.79,2018-10-27,1461.3,-21.48,4,2019-05-11
1895,Tuco Tokkos,1482.78,2025-07-12,1482.78,0.0,3,2025-07-12
1896,John Lober,1482.73,1998-10-16,1482.73,0.0,1,1998-10-16
1897,Liudvik Sholinian,1482.68,2021-09-04,1462.62,-20.06,2,2022-11-05
1898,Jeff Hughes,1482.67,2019-03-09,1444.18,-38.49,4,2020-09-26
1899,Townsend Saunders,1482.67,1998-03-13,1464.4,-18.27,2,1999-01-08
1900,Victor Valimaki,1482.67,2006-12-13,1458.65,-24.02,2,2007-04-21
1901,Hannah Goldy,1482.65,2021-09-18,1446.63,-36.02,5,2023-09-23
1902,Lukasz Brzeski,1482.6,2022-08-13,1421.91,-60.69,7,2025-07-19
1903,Mark Choinski,1482.56,2025-06-07,1482.56,0.0,1,2025-06-07
1904,Harry Moskowitz,1482.53,1997-10-17,1463.87,-18.66,2,1998-05-15
1905,Sabah Homasi,1482.53,2016-08-20,1443.89,-38.64,3,2018-01-20
1906,Caros Fodor,1482.51,2013-02-23,1482.51,0.0,1,2013-02-23
1907,Jesse Butler,1482.51,2023-06-03,1461.04,-21.47,2,2024-06-08
1908,Minoki Ichihara,1482.47,1994-03-11,1482.47,0.0,1,1994-03-11
1909,Amaury Bitetti,1482.47,1996-05-17,1482.47,0.0,2,2000-06-09
1910,Anderson Dos Santos,1482.44,2020-11-28,1462.68,-19.77,4,2021-08-07
1911,Sarah Frota,1482.43,2019-02-02,1464.0,-18.43,2,2019-07-27
1912,Adam Yandiev,1482.42,2018-09-15,1482.42,0.0,1,2018-09-15
1913,Mitch Raposo,1482.41,2025-10-25,1482.41,0.0,3,2025-10-25
1914,Anthony Macias,1482.4,1995-07-14,1482.4,0.0,3,1995-07-14
1915,Tom Gallicchio,1482.37,2017-07-07,1482.37,0.0,1,2017-07-07
1916,Martin Day,1482.36,2018-11-24,1419.4,-62.96,4,2021-02-06
1917,Carl Deaton,1482.35,2023-02-25,1458.77,-23.58,2,2023-07-15
1918,Greg Stott,1482.35,1997-10-17,1482.35,0.0,1,1997-10-17
1919,Dustin Stoltzfus,1482.33,2024-11-02,1454.1,-28.22,10,2025-09-13
1920,Doug Evans,1482.33,2007-06-23,1460.05,-22.27,2,2007-12-29
1921,Mehdi Baghdad,1482.28,2016-01-17,1466.1,-16.18,2,2016-07-07
1922,Marcin Held,1482.25,2016-11-05,1473.17,-9.09,4,2017-10-21
1923,Gabriel Silva,1482.22,2019-07-20,1461.72,-20.5,2,2020-02-29
1924,Quinn Mulhern,1482.22,2013-03-16,1461.72,-20.5,2,2014-01-04
1925,Niklas Stolze,1482.22,2020-07-25,1436.65,-45.57,3,2022-06-04
1926,Assuerio Silva,1482.1,2006-01-16,1448.57,-33.53,3,2007-04-21
1927,Roberto Romero,1482.01,2024-11-16,1457.16,-24.85,2,2025-04-26
1928,Bevon Lewis,1481.98,2020-01-25,1462.81,-19.17,4,2020-11-07
1929,Andy Enz,1481.98,2014-02-01,1442.71,-39.28,3,2015-01-31
1930,Matt Horwich,1481.9,2008-10-25,1460.35,-21.55,2,2009-04-01
1931,Dan Moret,1481.89,2018-04-14,1443.13,-38.75,3,2019-06-29
1932,Yuki Sasaki,1481.88,2006-08-17,1481.88,0.0,1,2006-08-17
1933,Alvin Hines,1481.87,2025-06-28,1481.87,0.0,1,2025-06-28
1934,Moti Horenstein,1481.84,1996-07-12,1462.45,-19.4,2,1997-07-27
1935,Salim Touahri,1481.82,2017-10-21,1447.63,-34.19,3,2019-08-03
1936,Ryan Couture,1481.81,2013-04-06,1461.44,-20.37,2,2013-08-31
1937,Kazuhiro Nakamura,1481.8,2007-09-22,1458.86,-22.94,2,2008-05-24
1938,Jared Papazian,1481.76,2012-01-20,1438.16,-43.6,3,2012-12-15
1939,Danny Mitchell,1481.76,2014-03-08,1461.71,-20.06,2,2014-08-23
1940,Tateki Matsuda,1481.76,2014-09-05,1462.51,-19.25,2,2015-01-18
1941,Joao Roque,1481.76,2000-06-09,1481.76,0.0,1,2000-06-09
1942,Mike Whitehead,1481.76,2006-02-04,1481.76,0.0,1,2006-02-04
1943,Bruno Souza,1481.76,2021-11-06,1460.81,-20.95,2,2022-03-26
1944,Jin Soo Son,1481.75,2018-09-15,1461.71,-20.04,2,2019-07-20
1945,Alexandre Barros,1481.7,2009-01-17,1481.7,0.0,1,2009-01-17
1946,Jocelyn Jones-Lybarger,1481.68,2015-12-12,1438.68,-43.0,3,2017-01-15
1947,Mateus Mendonca,1481.67,2023-01-14,1445.56,-36.11,3,2024-02-24
1948,Jonavin Webb,1481.65,2015-05-09,1461.29,-20.36,2,2016-02-21
1949,Kazula Vargas,1481.63,2021-04-24,1462.15,-19.48,4,2022-03-19
1950,Matt Bessette,1481.62,2018-01-20,1462.38,-19.25,2,2018-07-06
1951,Cindy Dandois,1481.58,2017-04-22,1481.58,0.0,1,2017-04-22
1952,Ravena Oliveira,1481.57,2023-10-14,1460.28,-21.29,2,2025-10-18
1953,Antonio McKee,1481.57,2011-01-01,1481.57,0.0,1,2011-01-01
1954,Alex Reyes,1481.55,2017-09-16,1443.11,-38.44,3,2024-08-17
1955,Yusuke Kasuya,1481.55,2015-09-26,1460.18,-21.37,2,2016-11-26
1956,Josh Hendricks,1481.53,2008-11-15,1481.53,0.0,1,2008-11-15
1957,Diana Belbita,1481.5,2019-10-18,1423.2,-58.31,8,2025-04-05
1958,Chad Reiner,1481.49,2007-01-25,1460.12,-21.37,2,2007-06-12
1959,Peter Barrett,1481.47,2020-08-08,1460.01,-21.46,2,2020-12-12
1960,Hernani Perpetuo,1481.46,2014-04-19,1459.41,-22.05,2,2014-07-26
1961,Jodie Esquibel,1481.44,2017-10-21,1423.13,-58.31,4,2019-08-17
1962,Zhalgas Zhumagulov,1481.44,2021-07-10,1415.86,-65.58,7,2023-06-24
1963,Gaetano Pirrello,1481.44,2021-01-20,1460.39,-21.05,2,2021-10-02
1964,Steve Lopez,1481.41,2009-09-19,1462.31,-19.1,2,2010-09-25
1965,Zviad Lazishvili,1481.41,2021-10-23,1481.41,0.0,1,2021-10-23
1966,Danny Downes,1481.36,2011-06-04,1458.99,-22.37,2,2011-10-29
1967,Mostapha Al-Turk,1481.35,2008-12-27,1441.75,-39.61,3,2010-04-10
1968,Mike Breeden,1481.31,2021-10-02,1472.85,-8.46,4,2023-10-21
1969,Oliver Enkamp,1481.28,2017-05-28,1461.28,-20.0,2,2018-03-17
1970,Anton Turkalj,1481.21,2022-09-10,1425.5,-55.72,4,2024-03-30
1971,Louie Sutherland,1481.18,2025-10-25,1481.18,0.0,1,2025-10-25
1972,Jason Reinhardt,1481.18,2007-11-17,1438.61,-42.57,3,2011-08-14
1973,Austin Arnett,1481.16,2018-11-17,1461.1,-20.06,4,2019-02-09
1974,Denis Stojnic,1481.15,2009-02-07,1457.99,-23.16,2,2009-06-13
1975,Shane del Rosario,1481.08,2012-05-26,1458.23,-22.84,2,2012-12-15
1976,Roman Salazar,1481.08,2014-10-04,1457.98,-23.1,3,2015-08-08
1977,Paul Creighton,1481.06,2002-05-10,1481.06,0.0,1,2002-05-10
1978,Rudyard Moncayo,1481.01,1995-07-14,1481.01,0.0,1,1995-07-14
1979,Jason Tan,1481.01,2007-06-16,1459.68,-21.33,2,2008-05-24
1980,Enrique Marin,1481.0,2015-11-21,1462.06,-18.94,2,2016-07-09
1981,Alan Omer,1481.0,2014-04-11,1459.67,-21.33,2,2015-06-20
1982,Alex Torres,1481.0,2015-02-28,1481.0,0.0,1,2015-02-28
1983,Joe Giannetti,1481.0,2018-07-06,1481.0,0.0,1,2018-07-06
1984,Julija Stoliarenko,1481.0,2018-11-30,1435.14,-45.86,9,2025-08-09
1985,Justin Wren,1481.0,2009-12-05,1481.0,0.0,1,2009-12-05
1986,Sulangrangbo,1481.0,2026-01-31,1481.0,0.0,1,2026-01-31
1987,Jim Wallhead,1481.0,2016-09-03,1457.84,-23.16,2,2017-06-03
1988,Julie Kedzie,1481.0,2013-07-27,1463.38,-17.62,2,2013-12-06
1989,Marcin Wrzosek,1481.0,2015-12-11,1481.0,0.0,1,2015-12-11
1990,John Teixeira,1481.0,2012-06-23,1481.0,0.0,1,2012-06-23
1991,Brad Imes,1481.0,2005-11-05,1439.52,-41.48,3,2007-04-07
1992,Rayanne dos Santos,1481.0,2023-12-09,1443.06,-37.94,3,2025-05-31
1993,Nazareno Malegarie,1481.0,2015-09-05,1481.0,0.0,1,2015-09-05
1994,Kyle Bradley,1480.98,2009-05-23,1459.63,-21.35,4,2010-01-11
1995,Mats Nilsson,1480.95,2014-03-08,1462.63,-18.32,2,2015-01-03
1996,AJ Cunningham,1480.93,2024-03-02,1462.36,-18.56,2,2025-03-15
1997,Shanna Young,1480.9,2020-02-15,1461.48,-19.42,4,2022-11-05
1998,Josiah Harrell,1480.88,2026-02-21,1480.88,0.0,1,2026-02-21
